No.	CAS	SMILES	Status	Exp activity
396	N.A.	O=C(N)c1ccccc1(N)	Training	0
397	N.A.	O=S(=O)(O)c1ccc(c(N)c1)S(=O)(=O)O	Training	0
398	N.A.	n1c(N)[nH]c2ccccc12	Training	0
399	N.A.	n1c(N)sc2ccccc12	Training	1
400	N.A.	Nc2ccc3c1ccccc1Cc3(c2)	Training	1
401	N.A.	NC(C)CCCCC	Training	0
402	N.A.	n1ccccc1N	Test	0
403	N.A.	n1ccsc1N	Training	0
404	N.A.	O(c1ccccc1(N))C	Test	0
405	N.A.	O=Cc1oc2ccccc2(c1)	Training	0
406	N.A.	O=C1Oc2ccccc2(N1)	Training	0
407	N.A.	O=CC(=Cc1ccccc1)CCCCCC	Training	0
408	N.A.	Nc1ccccc1c2ccccc2	Training	0
409	N.A.	O=[N+]([O-])c1cc(c(N)c(c1)Br)[N+](=O)[O-]	Training	0
410	N.A.	n2c1ccccc1sc2Br	Test	0
411	N.A.	c1ccc(cc1)c2ccccc2Br	Test	0
412	N.A.	c1ccc(c(c1)C)Br	Training	0
413	N.A.	O=C(O)C=CC(=O)OC	Training	0
414	N.A.	OCCOCCCC	Training	0
415	N.A.	O=C(OCCOCCCC)C	Test	0
416	N.A.	O=C1c2ccccc2(C(=O)N1CCCC)	Test	0
417	N.A.	OCC(CO)(CC)CCCC	Training	0
418	N.A.	OCC#CCO	Training	0
419	N.A.	O=[N+]([O-])c1ccc(c(c1)Cl)C	Test	0
420	N.A.	n1c(nc(nc1N)Cl)N	Training	0
421	N.A.	Nc1c(cc(cc1Cl)C)C	Training	0
422	N.A.	O=C(N)c1ccc(cc1Cl)[N+](=O)[O-]	Training	0
423	N.A.	O=C(Nc1ccccc1)c2cc(ccc2Cl)[N+](=O)[O-]	Training	0
424	N.A.	Nc1ccccc1Cl	Test	0
425	N.A.	O=Cc1ccccc1Cl	Training	0
426	N.A.	O=S(=O)(N)c1ccccc1Cl	Training	0
427	N.A.	O=C(O)c1ccccc1Cl	Test	0
428	N.A.	c1ccc2cc(ccc2(c1))Cl	Training	0
429	N.A.	Oc1ccccc1Cl	Training	0
430	N.A.	O(c1ccccc1(N))CC	Training	0
431	N.A.	O=C(N)c1ccccc1(OCC)	Training	0
432	N.A.	OCC(CC)C(O)CCC	Training	0
433	N.A.	OCC(CC)CCCC	Training	0
434	N.A.	OCC(CO)(CO)CC	Training	0
435	N.A.	O=[N+]([O-])C(CO)(CO)CC	Training	0
436	N.A.	O=C1C=COC(=C1(O))CC	Training	0
437	N.A.	Nc1c(cccc1CC)C	Test	0
438	N.A.	Nc1ccccc1CC	Training	0
439	N.A.	O=C1c3ccccc3(C(=O)c2cc(ccc12)CC)	Training	1
440	N.A.	O=C(O)C(CC)CCCC	Test	0
441	N.A.	O=C(OCC(CC)CCCC)c1ccc(cc1)N(C)C	Training	0
442	N.A.	O=C(OCC(CC)CCCC)C	Training	0
443	N.A.	O=C(OCC(CC)CCCC)C=C	Training	0
444	N.A.	N#CCC(=O)OCC(CC)CCCC	Training	0
445	N.A.	O=P(Oc1ccccc1)(Oc2ccccc2)OCC(CC)CCCC	Training	0
446	N.A.	O(CC1OC1)CC(CC)CCCC	Training	0
447	N.A.	O=C(OCC(CC)CCCC)C=Cc1ccc(OC)cc1	Training	0
448	N.A.	Oc1ccccc1CC	Test	0
449	N.A.	O=C(O)c1occc1	Test	0
450	N.A.	O=C(c1ccc(OCCO)cc1)C(O)(C)C	Training	0
451	N.A.	O=C(O)c1cccc(c1(O))C	Training	0
452	N.A.	O=C1c3ccccc3(C(=O)c2cc(O)ccc12)	Training	1
453	N.A.	O=C(OCCO)C=C	Training	0
454	N.A.	O=C(OCCO)C(=C)C	Training	0
455	N.A.	O=C(OCCO)c1ccccc1(O)	Training	0
456	N.A.	Oc2ccc3c1ccccc1Cc3(c2)	Training	1
457	N.A.	O=C(O)C(O)(C)C	Training	0
458	N.A.	O=C(O)CNC(=O)c1ccccc1I	Training	0
459	N.A.	Oc1ccccc1(OC(C)C)	Test	0
460	N.A.	O=C1N=C(NC(=C1)C)C(C)C	Training	0
461	N.A.	Oc1ccccc1C(C)C	Test	0
462	N.A.	Oc1ccc(cc1(OC))CCC	Test	0
463	N.A.	O(c1ccc(cc1(N))C)C	Training	0
464	N.A.	Oc1ccccc1(OC)	Training	0
465	N.A.	OC(C)CC(O)(C)C	Training	0
466	N.A.	O=C(O)c1cccc(c1C)[N+](=O)[O-]	Test	0
467	N.A.	O=[N+]([O-])c1ccc(N)c(c1)C	Training	0
468	N.A.	O=C1c2ccc(cc2(C(=O)N1C))[N+](=O)[O-]	Training	0
469	N.A.	O=[N+]([O-])c1ccc(c(N)c1)C	Test	0
470	N.A.	O=[N+]([O-])c1ccc(c(c1)S(=O)(=O)O)C	Training	0
471	N.A.	O=C(O)c1c(cccc1C)[N+](=O)[O-]	Training	0
472	N.A.	Nc1ccccc1C	Test	0
473	N.A.	O=C1c3ccccc3(C(=O)c2cc(ccc12)C)	Test	1
474	N.A.	O=C(N)c1ccccc1C	Training	0
475	N.A.	n2c1ccccc1sc2C	Training	0
476	N.A.	N#CC(=C)CCC#N	Training	0
477	N.A.	c1ccc2cc(ccc2(c1))C	Test	0
478	N.A.	N#CCCC(C#N)C	Training	0
479	N.A.	O=C(O)CCC(C(=O)O)C	Training	0
480	N.A.	O=C(O)C(C)CCC	Training	0
481	N.A.	OCC(C)CO	Training	0
482	N.A.	[O-][n+]1ccccc1C	Training	0
483	N.A.	Oc1ccc2ccccc2(c1)	Test	0
484	N.A.	O=C(O)COc1ccc2ccccc2(c1)	Training	0
485	N.A.	O=[N+]([O-])c2ccccc2(c1ccccc1)	Training	0
486	N.A.	O=[N+]([O-])c1cc(N)ccc1(N)	Test	0
487	N.A.	O=[N+]([O-])c1ccccc1(N)	Training	0
488	N.A.	O=C(O)c1ccccc1[N+](=O)[O-]	Test	0
489	N.A.	O=[N+]([O-])c2ccc3c1ccccc1Cc3(c2)	Training	1
490	N.A.	O=[N+]([O-])c1ccccc1(O)	Training	0
491	N.A.	O=[N+]([O-])c1ccccc1C	Training	2
492	N.A.	O=C2OC(=O)C3C1C=CC(C1)C23	Training	0
493	N.A.	OCC(CCCCCCCC)CCCCCCCCCC	Training	0
494	N.A.	O=C(O)C(=O)CCC	Training	0
495	N.A.	O=C1C(=CCC1)CCCCC	Training	0
496	N.A.	OCCOc1ccccc1	Training	0
497	N.A.	OCC(Oc1ccccc1)C	Test	0
498	N.A.	OCCc1ccccc1	Training	0
499	N.A.	O=C(OCCc1ccccc1)C(C)C	Test	0
500	N.A.	O=C(OCCc1ccccc1)C=Cc2ccccc2	Test	1
501	N.A.	O=C(OCCc1ccccc1)C	Training	0
502	N.A.	O=C(OCCc1ccccc1)c2ccccc2	Training	1
503	N.A.	O=C(OCCc1ccccc1)Cc2ccccc2	Training	0
504	N.A.	OCCSc1ccccc1	Training	0
505	N.A.	Oc1ccccc1c2ccccc2	Test	0
506	N.A.	OCCOCCC	Test	0
507	N.A.	OCC(CCC)CCCCC	Test	0
508	N.A.	N#Cc1ncccc1	Training	0
509	N.A.	O=C1NCCC1	Training	0
510	N.A.	O=C(O)c1ccccc1S	Training	0
511	N.A.	O=Cc1ccccc1C	Training	0
512	N.A.	N#Cc1ccccc1C	Training	0
513	N.A.	O=C(O)c2ccccc2(Nc1ccc(c(c1)C)Cl)	Test	0
514	N.A.	OCCOCCOCCOCCCC	Training	0
515	N.A.	OCCOCCOCCOCC	Test	0
516	N.A.	OCCOCCN(C)C	Training	0
517	N.A.	OCCOCCOCCCCCC	Test	0
518	N.A.	O=C(O)c2ccccc2(C(=O)c1ccc(cc1(O))N(CCCC)CCCC)	Training	0
519	N.A.	O=C(O)c2ccccc2(C(=O)c1ccc(cc1(O))N(CC)CC)	Training	1
520	N.A.	Oc1ccc(OC)cc1C(C)(C)C	Training	0
521	N.A.	Oc1ccccc1C(C)(C)C	Training	0
522	N.A.	O=C1OC(=O)c2ccccc2(N1)	Training	0
523	N.A.	[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(=O)NC2(=O))C	Training	0
524	N.A.	N(=Nc1cccc(c1)C)c2ccc(cc2)N(C)C	Training	1
525	N.A.	O=C(O)C(N)Cc2ccc(Oc1cc(c(O)c(c1)I)I)c(c2)I	Test	1
526	N.A.	Oc1c(cc(cc1Br)C(c2cc(c(O)c(c2)Br)Br)(C)C)Br	Training	2
527	N.A.	Nc1c(cc(cc1C)c2cc(c(N)c(c2)C)C)C	Training	0
528	N.A.	O=C(O)C(N)Cc2cc(c(Oc1ccc(O)c(c1)I)c(c2)I)I	Training	0
529	N.A.	O=C(O)C=Cc1ccc(C=CC(=O)O)cc1	Training	0
530	N.A.	Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl	Test	2
531	N.A.	Nc1ccc(cc1C)c2ccc(N)c(c2)C	Test	0
532	N.A.	O=C(O)CCSSCCC(=O)O	Training	0
533	N.A.	O=S(=O)(c1cccc(N)c1)c2cccc(N)c2	Training	0
534	N.A.	O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2(O)	Training	0
535	N.A.	O=C(O)c1nc(c(c(c1Cl)Cl)Cl)Cl	Training	0
536	N.A.	Nc1ccc(cc1(N))C	Test	0
537	N.A.	Nc1ccc(c(c1)Cl)Cl	Training	0
538	N.A.	O=[N+]([O-])c1ccc(c(c1)Cl)Cl	Test	0
539	N.A.	Oc1ccc(c(c1)Cl)Cl	Training	0
540	N.A.	O=C(N)Nc1ccc(c(c1)Cl)Cl	Training	0
541	N.A.	O=C2Oc1ccccc1CC2	Training	0
542	N.A.	O=C(O)c1ccc(O)c(O)c1	Training	0
543	N.A.	Nc1ccc(c(c1)C)C	Training	0
544	N.A.	O=Cc1ccc(c(c1)C)C	Test	0
545	N.A.	Oc1ccc(c(c1)C)C	Training	0
546	N.A.	OCCC(C)CC(C)(C)C	Training	0
547	N.A.	O=C(O)CC(C)CC(C)(C)C	Training	0
548	N.A.	Nc1cc(cc(c1)Cl)Cl	Training	0
549	N.A.	O=C(O)c1cc(cc(c1)Cl)Cl	Training	0
550	N.A.	O=C1C(=O)C(C)CC1C	Training	0
551	N.A.	C#CC(O)(C)CC(C)C	Training	0
552	N.A.	Nc1cc(cc(c1)C)C	Training	0
553	N.A.	Oc1cc(cc(c1)C)C	Test	0
554	N.A.	O=C(O)c1cc(cc(c1(O))Cl)Cl	Training	0
555	N.A.	O=CC=C(C)CCC=C(C)C	Training	0
556	N.A.	OC(C)(CC)CCCC(C)C	Training	0
557	N.A.	OC(C)(CC)CCC=C(C)C	Training	0
558	N.A.	OCCC(C)CCCC(C)C	Test	0
559	N.A.	OCCC(C)CCCC(O)(C)C	Training	0
560	N.A.	O(CCCN)CC(CC)CCCC	Training	0
561	N.A.	O=C(CCC)C(CC)Sc1ccoc1C	Training	0
562	N.A.	O=C1N(N=C(C)C1)c2cccc(c2)S(=O)(=O)O	Training	0
563	N.A.	n1cccc(c1)CCl	Training	0
564	N.A.	OCC(O)COCCCCCCCCCCCCCCCCCC	Training	1
565	N.A.	O(CCCN)CCCCCCCC	Test	0
566	N.A.	N#CCCOCCCCCCCC	Training	0
567	N.A.	FC(F)(F)c1cccc(N)c1	Training	0
568	N.A.	O=C(O)c1cccc(c1)C(F)(F)F	Training	0
569	N.A.	O=C(Nc1cccc(O)c1)C	Training	0
570	N.A.	O=C(c1cc(oc1C)C)C	Training	0
571	N.A.	O=C(c2ccc3ccc1ccccc1c3(c2))C	Training	1
572	N.A.	O=C(c1cnccc1)C	Training	0
573	N.A.	O=C(O)c1ccc(c(N)c1)Cl	Training	0
574	N.A.	O=C(Nc1ccc(OCC)c(N)c1)C	Training	1
575	N.A.	O=C(N)c1ccc(c(N)c1)C	Training	0
576	N.A.	OCC(CBr)(CBr)CBr	Training	1
577	N.A.	O=Cc1cccc(c1)Br	Training	0
578	N.A.	c1cc(cc(c1)Br)C	Test	0
579	N.A.	OCC(O)CCl	Training	0
580	N.A.	Nc1cccc(c1C)Cl	Test	0
581	N.A.	Nc1ccc(c(c1)Cl)C	Training	0
582	N.A.	Nc1cccc(c1)Cl	Test	0
583	N.A.	O=C(O)c1cccc(c1)Cl	Test	0
584	N.A.	Oc1cccc(c1)Cl	Training	0
585	N.A.	O=C(O)CCCl	Training	0
586	N.A.	O=C1C(=O)C(O)=C1(O)	Training	0
587	N.A.	O=Cc1ccc(O)c(OCC)c1	Test	0
588	N.A.	Oc1cccc(c1)CC	Test	0
589	N.A.	O=C(OCC(C)(C)CO)C(C)(C)CO	Training	0
590	N.A.	O=C(O)C(C)(CO)CO	Training	0
591	N.A.	O=C(Nc1ccc(OCC)cc1)CC(O)C	Training	0
592	N.A.	Oc1cccc(c1)Nc2ccccc2	Training	1
593	N.A.	O=C(O)c1cccc(O)c1	Training	0
594	N.A.	O=C(c1ccccc1)c2cccc(O)c2	Training	1
595	N.A.	Oc1ccc3c(c1)c2ccccc2C3	Training	0
596	N.A.	Oc1cccc(c1)C(C)C	Test	0
597	N.A.	O=C(O)CCS	Training	0
598	N.A.	O(c1cc(N)ccc1C)C	Training	0
599	N.A.	Oc1cc(OC)cc(c1)C	Training	0
600	N.A.	O(c1cccc(N)c1)C	Training	0
601	N.A.	O=C1C(=O)C(C)CC1	Test	0
602	N.A.	O=C1C=C(C)CCC1	Training	0
603	N.A.	O=C(O)c1cccc(c1[N+](=O)[O-])C	Training	0
604	N.A.	O=C(O)c1ccc(c(c1)C)[N+](=O)[O-]	Training	0
605	N.A.	c1ccc(cc1)Nc2cccc(c2)C	Training	2
606	N.A.	Nc1cccc(c1)C	Test	0
607	N.A.	O=C(O)c1cccc(c1)C	Test	0
608	N.A.	N#Cc1cccc(c1)C	Test	0
609	N.A.	O=C(OCCC(C)C)C=Cc1ccccc1	Test	0
610	N.A.	O=C1C(=O)C(C)CCC1	Training	0
611	N.A.	O=C(c1cccc(c1)[N+](=O)[O-])C	Test	0
612	N.A.	O=[N+]([O-])c1cccc(N)c1	Training	0
613	N.A.	O=C(O)c1cccc(c1)[N+](=O)[O-]	Training	0
614	N.A.	O=[N+]([O-])c1cccc(O)c1	Training	0
615	N.A.	O=C(O)CC[N+](=O)[O-]	Training	0
616	N.A.	O=[N+]([O-])c1cccc(c1)C	Test	0
617	N.A.	OCc2cccc(Oc1ccccc1)c2	Training	0
618	N.A.	O=C(O)c2cccc(Oc1ccccc1)c2	Training	0
619	N.A.	OCC=Cc1ccccc1	Training	0
620	N.A.	O=C(OCC=Cc1ccccc1)C(C)C	Training	0
621	N.A.	O=C(OCC=Cc1ccccc1)C	Test	0
622	N.A.	O=C(OCCCc1ccccc1)C=Cc2ccccc2	Training	1
623	N.A.	O=C1OC(=CCC)c2ccccc12	Training	0
624	N.A.	O=C2NN(c1ccccc1)CC2	Training	1
625	N.A.	n1cccc(N)c1	Training	0
626	N.A.	N#Cc1cnccc1	Test	0
627	N.A.	O=S1(=O)(CC=CC1)	Training	0
628	N.A.	O=C(O)CSCCCCCCCCCCC	Training	0
629	N.A.	O=C(NN)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	Training	0
630	N.A.	N#CCCN(c1ccccc1)CC	Training	0
631	N.A.	Oc1cccc(c1)C(C)(C)C	Test	0
632	N.A.	Fc1ccc(cc1)c2ccc(N)cc2	Training	1
633	N.A.	O=C(c1ccc(OC)cc1)C	Training	0
634	N.A.	O=C(c2ccc(OCC(=O)N1CCCCC1)cc2)C	Training	1
635	N.A.	O=C(Nc1ccc(cc1)S(=O)(=O)N)C	Training	0
636	N.A.	Oc1ccc(cc1)c2ccc(O)cc2	Test	1
637	N.A.	n1ccc(cc1)c2ccncc2	Training	0
638	N.A.	O=C(Nc1ccc(N)cc1)c2ccc(N)cc2	Training	0
639	N.A.	O(c1ccc(cc1)Br)c2ccc(cc2)Br	Test	0
640	N.A.	O=C(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
641	N.A.	O=S(=O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
642	N.A.	O=C(c1ccc(O)cc1)c2ccc(O)cc2	Training	1
643	N.A.	O(c1ccc(cc1)Nc2ccc(OC)cc2)C	Training	1
644	N.A.	O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc2ccc(cc2)[N+](=O)[O-]	Training	0
645	N.A.	Oc1c(cc(cc1C(C)(C)C)Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)C(C)(C)C	Training	0
646	N.A.	Nc1ccc(cc1C)Cc2ccc(N)c(c2)C	Test	0
647	N.A.	c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C	Training	0
648	N.A.	Nc1ccc(cc1)Cc2ccc(N)cc2	Training	0
649	N.A.	Oc1ccc(cc1)C5(c2ccc(O)cc2)(CC3CC5(C4CCCC34))	Training	2
650	N.A.	O(c1ccc(N)cc1)c2ccc(N)cc2	Training	2
651	N.A.	O=S(=O)(c1ccc(O)c(c1)CC=C)c2ccc(O)c(c2)CC=C	Training	2
652	N.A.	O=S(=O)(c1ccc(O)cc1)c2ccc(O)cc2	Training	0
653	N.A.	Oc1ccc(cc1)Sc2ccc(O)cc2	Test	0
654	N.A.	n2c[nH]c(c1ccccc1)c2c3ccccc3	Training	0
655	N.A.	Oc1cc(O)c(cc1Cl)Cl	Training	0
656	N.A.	O=[N+]([O-])c1cc(OCC)c(cc1(OCC))N2CCOCC2	Training	2
657	N.A.	Oc1ccc(cc1)C(C)(C)CC	Test	0
658	N.A.	c1ccc(cc1)C(c2ccc(cc2)Nc3ccc(cc3)C(c4ccccc4)(C)C)(C)C	Training	0
659	N.A.	O=C1N(N=C(C)C1)c2ccc(cc2)S(=O)(=O)O	Test	0
660	N.A.	n1ccc(cc1)CCCc2ccccc2	Test	2
661	N.A.	O=C(Oc1ccc(cc1)CCC(=O)C)C	Training	0
662	N.A.	O=CC1CC=C(CCCC(O)(C)C)CC1	Training	0
663	N.A.	O=C(C)CCc1ccc(O)cc1	Training	0
664	N.A.	Oc2ccc(OCc1ccccc1)cc2	Training	1
665	N.A.	Oc1c(cc(cc1C(C)(C)C)C(C)CC)C(C)(C)C	Training	0
666	N.A.	Oc1ccc(cc1)C(C)CC	Training	0
667	N.A.	O=Cc1ccc(cc1)SC	Training	0
668	N.A.	O=C(O)c1ccc(cc1)NC(=O)C	Training	0
669	N.A.	O=C(O)Cc1ccc(cc1)NC(=O)C	Training	0
670	N.A.	O=C(Oc1ccc(cc1)C(=O)C)C	Training	0
671	N.A.	O=S(=O)(Nc1ccccc1)c2cc(OC)c(N)cc2(OC)	Training	0
672	N.A.	O=[N+]([O-])c1cc(N)ccc1(O)	Test	0
673	N.A.	O=C(Nc1ccc(N)cc1)C	Training	0
674	N.A.	N(=Nc1ccc(N)cc1)c2ccccc2	Training	1
675	N.A.	O=C(O)c1ccc(N)cc1	Training	0
676	N.A.	O=C3C=C2CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3)	Training	1
677	N.A.	Oc1ccc(cc1)Cc2ccccc2	Test	0
678	N.A.	Nc1ccc(cc1)c2ccccc2	Test	1
679	N.A.	c1ccc(cc1)c2ccc(cc2)Br	Training	0
680	N.A.	c1cc(ccc1C)Br	Test	0
681	N.A.	O(c1ccc(N)cc1)CCCC	Test	0
682	N.A.	O=Cc1ccc(cc1)C(=O)O	Training	0
683	N.A.	Nc1ccc(c(N)c1)Cl	Training	0
684	N.A.	Oc1ccc(cc1C2CCCC2)Cl	Training	2
685	N.A.	Nc1ccc(cc1C)Cl	Training	0
686	N.A.	O(c1ccc(cc1C)Cl)C	Training	0
687	N.A.	Oc1ccc(cc1C)Cl	Training	0
688	N.A.	O=[N+]([O-])c1cc(ccc1(N))Cl	Training	0
689	N.A.	Oc1cc(c(c(c1)C)Cl)C	Training	0
690	N.A.	Oc1ccc(c(c1)C)Cl	Training	0
691	N.A.	O(c1ccc(N)cc1)c2ccc(cc2)Cl	Test	2
692	N.A.	O=C(O)c1ccc(cc1)Cl	Training	0
693	N.A.	c1cc(ccc1C(Cl)(Cl)Cl)Cl	Training	0
694	N.A.	Oc1ccc(cc1)Cl	Test	0
695	N.A.	O=C(O)COc1ccc(cc1)Cl	Training	0
696	N.A.	c1cc(ccc1Cl)SC	Training	0
697	N.A.	O=S(=O)(c1ccc(cc1)Cl)C	Training	0
698	N.A.	O=S(=O)(c1ccccc1)c2ccc(cc2)Cl	Test	0
699	N.A.	O=C(N)Nc1ccc(cc1)Cl	Training	0
700	N.A.	O=C2C(=C(N(N2(c1ccccc1))C)C)N(C)C	Test	0
701	N.A.	O=Cc1ccc(cc1)N(C)C	Training	0
702	N.A.	O1CCN(CC1)CCCCCCCCCCCC	Training	0
703	N.A.	O=[N+]([O-])c1cc(OCC)ccc1(N)	Training	0
704	N.A.	O=C(O)C=CC(=O)OCC	Training	0
705	N.A.	Oc1ccc(cc1(OC))CC	Test	0
706	N.A.	Oc1ccc(cc1)CC	Test	0
707	N.A.	Fc1ccc(N)cc1	Test	0
708	N.A.	c3cc2ccc1cccc4c1c2c(c3)C4	Test	0
709	N.A.	N#Cc1ccc(cc1)c2ccc(cc2)CCCCCC	Training	0
710	N.A.	Oc1ccc(c(O)c1)CCCCCC	Training	0
711	N.A.	ON1C(C)(C)CC(O)CC1(C)C	Training	0
712	N.A.	O=Cc1ccc(O)c(OC)c1	Training	0
713	N.A.	O=C(c1ccc(O)cc1)C	Training	0
714	N.A.	O=C3C(O)=C2CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3)	Training	2
715	N.A.	O=C(O)c1ccc(O)cc1	Training	0
716	N.A.	O=C(c1ccccc1)c2ccc(O)cc2	Test	1
717	N.A.	O=C1NC=Nc2ccccc12	Training	0
718	N.A.	N#Cc1ccc(cc1)C(C)C	Training	0
719	N.A.	OCc1ccc(cc1)C(C)C	Test	0
720	N.A.	O=C(O)C=Cc1ccc(OC)cc1	Training	0
721	N.A.	O(c1ccc(N)c(c1)C)C	Training	0
722	N.A.	O=[N+]([O-])c1cc(OC)ccc1(N)	Test	0
723	N.A.	O(c1ccc(N)cc1)C	Training	0
724	N.A.	O=Cc1ccc(OC)cc1	Test	0
725	N.A.	OCCc1ccc(OC)cc1	Training	0
726	N.A.	O=C(OCc1ccc(OC)cc1)C	Training	0
727	N.A.	Oc1ccc(OC)cc1	Training	0
728	N.A.	O=[N+]([O-])c1cc(cc(c1(O))[N+](=O)[O-])C	Test	0
729	N.A.	O=[N+]([O-])c1cc(ccc1(N))C	Training	0
730	N.A.	O=[N+]([O-])c1cc(ccc1(O))C	Training	0
731	N.A.	OC(CC)C(C)CCC	Training	0
732	N.A.	O=[N+]([O-])c1cc(N)ccc1C	Test	0
733	N.A.	O=C(O)c1ccc(c(c1)[N+](=O)[O-])C	Test	0
734	N.A.	O=S(=O)(O)c1ccc(cc1)C	Test	0
735	N.A.	O=C(O)c1ccc(cc1)C	Test	0
736	N.A.	N#Cc1ccc(cc1)C	Training	0
737	N.A.	OCc1ccc(cc1)C	Training	0
738	N.A.	n1c[nH]cc1C	Training	0
739	N.A.	n1cc(c[nH]1)C	Training	0
740	N.A.	O=[N+]([O-])c1ccc(N)c(N)c1	Training	0
741	N.A.	O=[N+]([O-])c1ccc(N)cc1(N)	Test	0
742	N.A.	O=C(c1ccc(cc1)[N+](=O)[O-])C	Training	0
743	N.A.	O=C(O)c1ccc(cc1(N))[N+](=O)[O-]	Training	0
744	N.A.	O=C(N)c1ccc(cc1)[N+](=O)[O-]	Training	0
745	N.A.	O=C(O)c1ccc(cc1)[N+](=O)[O-]	Test	0
746	N.A.	O=C(O)CNC(=O)c1ccc(cc1)[N+](=O)[O-]	Training	0
747	N.A.	O=[N+]([O-])c1ccc(O)cc1	Test	0
748	N.A.	O=C1NC(=O)c2cc(ccc12)[N+](=O)[O-]	Test	0
749	N.A.	O=[N+]([O-])c1ccc(cc1)C	Training	0
750	N.A.	Nc1ccc(cc1)CCCCC	Training	2
751	N.A.	Oc1ccc(cc1)c2ccccc2	Training	1
752	N.A.	Nc1ccc(cc1)CCC	Test	0
753	N.A.	O=C(O)c1ccc(cc1)CCC	Test	0
754	N.A.	N#Cc1ccncc1	Training	0
755	N.A.	n1ccc(cc1)C=Cc2ccccc2	Training	2
756	N.A.	O=S(=O)(N)c1ccc(cc1)C	Training	0
757	N.A.	O1CC1C2CCC3OC3(C2)	Training	0
758	N.A.	Nc1ccc(cc1)C(C)(C)C	Training	0
759	N.A.	O=Cc1ccc(cc1)C(C)(C)C	Training	0
760	N.A.	O=C(O)c1ccc(cc1)C(C)(C)C	Training	0
761	N.A.	Oc1ccc(cc1(O))C(C)(C)C	Training	0
762	N.A.	OC1CCC(CC1)C(C)(C)C	Training	0
763	N.A.	O=C(OC1CCC(CC1)C(C)(C)C)C	Training	0
764	N.A.	Oc1ccc(cc1)C(C)(C)C	Test	0
765	N.A.	N#Cc1ccc(cc1)CC(=O)c2cccc(c2)C(F)(F)F	Training	0
766	N.A.	O=C1NC(=O)C(C(=O)N1)(C)C	Training	0
767	N.A.	O=C1NC(=O)C(N1)(C)C	Test	0
768	N.A.	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Training	0
769	N.A.	n1ccnc2c1CCCC2	Training	0
770	N.A.	O=C2C=C(Oc3ccc1ccccc1c23)c4ccccc4	Training	2
771	N.A.	O=[N+]([O-])c1oc(cc1)c2nnc(O)o2	Training	0
772	N.A.	O=Cc1oc(cc1)CO	Training	0
773	N.A.	O=C(O)c1oc(cc1)CO	Test	0
774	N.A.	O=C(c1c(nc(C)s1)C)C	Training	0
775	N.A.	O=C(O)c1cc(N)ccc1(O)	Training	0
776	N.A.	n1c2ccc(cc2([nH]c1C))Cl	Training	0
777	N.A.	Nc1cc(ccc1C)Cl	Training	0
778	N.A.	O2CN1COCC1(C2)CC	Training	0
779	N.A.	O=C1NC(=O)C(N1)(C)CC	Training	0
780	N.A.	O=C1OC(CC1)CCCCCCC	Training	0
781	N.A.	O(c1ccc2[nH]cc(c2(c1))CCN(C(C)C)C(C)C)C	Training	0
782	N.A.	O=C(O)c1oc(cc1)C	Training	0
783	N.A.	O=[N+]([O-])c1ccc(cc1(N))C	Test	0
784	N.A.	O=C1NC(NC=C1C)=S	Training	0
785	N.A.	n1oc(cc1N)C	Training	0
786	N.A.	n1cc(ccc1N)C	Training	0
787	N.A.	O=[N+]([O-])c1ccc2[nH]ncc2(c1)	Training	0
788	N.A.	O=C1Nc2ccc(cc2(C1(=O)))[N+](=O)[O-]	Training	0
789	N.A.	O=C(O)c1cc(cc(c1)[N+](=O)[O-])C(=O)O	Test	0
790	N.A.	n1n[nH]c(n1)c2ccccc2	Training	0
791	N.A.	O=C(C)CCC=C(C)CCC=C(C)C	Training	0
792	N.A.	O=C1NC(=O)c2cc(OC)c(OC)cc2(N1)	Training	0
793	N.A.	n1cccc2cc(ccc12)C(C)C	Test	0
794	N.A.	O=C(O)C2N1C(=O)C(N)C1SC2(C)(C)	Training	0
795	N.A.	O=C1N=C(N)C=NN1C2OC(CO)C(O)C2(O)	Training	0
796	N.A.	O=C1Oc2cc(ccc2(N1))Cl	Training	0
797	N.A.	O=C(O)c1nc(ccc1)Cl	Training	0
798	N.A.	O=C(O)c1ccc2cc(O)ccc2(c1)	Training	0
799	N.A.	N1=CNC(c2nc[nH]c12)=S	Training	1
800	N.A.	n1c(nc(nc1N)C)N	Training	0
801	N.A.	O=C(C)CCC=C(C)C	Test	0
802	N.A.	n1c(N)cccc1C	Training	0
803	N.A.	n1cccc2cc(ccc12)C	Training	0
804	N.A.	O=[N+]([O-])c1ccc2[nH]cnc2(c1)	Training	0
805	N.A.	O=[N+]([O-])c1ccc2ncccc2(c1)	Test	0
