ID	CAS 	SMILES	STATUS	 log1/LC50(mmol/L) 	Prediction
572	024544-04-5	Nc(c(ccc1)C(C)C)c1C(C)C	Training	1.08 	1.098121445
573	037529-30-9	CCCCCCCCCCc1ccc(N)cc1	Training	3.58 	2.064657465
574	016245-79-7	Nc1ccc(CCCCCCCC)cc1	Training	3.23 	2.132963694
575	000371-40-4	Fc(ccc(N)c1)c1	Training	0.82 	0.752714767
578	002357-47-3	Nc1ccc(F)c(c1)C(F)(F)F	Training	0.77 	0.665192447
579	000393-39-5	Nc1ccc(F)cc1C(F)(F)F	Training	0.78 	0.816140876
580	000771-60-8	Fc(c(N)c(F)c(F)c1F)c1F	Training	0.69 	1.6614289
582	000095-51-2	Nc(c(ccc1)Cl)c1	Training	1.35 	0.775593997
583	000106-47-8	Nc(ccc(c1)Cl)c1	Training	0.62 	0.98262687
585	000615-65-6	Nc(c(cc(c1)C)Cl)c1	Training	0.60 	0.929536263
587	000095-76-1	Nc(ccc(c1Cl)Cl)c1	Training	1.35 	1.633906261
589	000634-67-3	Nc1ccc(Cl)c(Cl)c1Cl	Training	1.73 	2.086913719
592	003481-20-7	Nc1c(Cl)c(Cl)cc(Cl)c1Cl	Training	2.93 	2.033839576
595	000106-40-1	Nc(ccc(c1)Br)c1	Training	0.56 	0.68283085
598	039905-57-2	O(c(ccc(N)c1)c1)CCCCCC	Training	1.84 	1.481415195
599	000099-03-6	O=C(c(cccc1N)c1)C	Training	-0.45 	0.005253549
600	000070-69-9	O=C(c(ccc(N)c1)c1)CC	Training	0.01 	0.336666002
601	000886-86-2	Nc1cc(C(=O)OCC)ccc1	Training	0.52 	0.870490155
602	000094-09-7	O=C(OCC)c(ccc(N)c1)c1	Training	0.67 	0.511660385
603	005372-81-6	O=C(OC)c(ccc(c1N)C(=O)OC)c1	Training	1.38 	0.920100789
604	000100-46-9	NCc(cccc1)c1	Training	0.02 	0.015137496
606	000100-61-8	N(c(cccc1)c1)C	Training	0.03 	0.138287128
608	000102-27-2	N(c(cccc1C)c1)CC	Training	0.44 	0.550455532
609	000589-09-3	C=CCNc1ccccc1	Training	0.57 	0.419062902
610	000459-59-6	CNc1ccc(F)cc1	Training	0.51 	0.427278277
611	014321-27-8	N(Cc(cccc1)c1)CC	Training	0.37 	0.393965741
612	000121-69-7	N(c(cccc1)c1)(C)C	Training	0.24 	0.327486182
613	000099-97-8	N(c(ccc(c1)C)c1)(C)C	Training	0.43 	0.368491567
614	000091-66-7	N(c(cccc1)c1)(CC)CC	Training	0.96 	0.41891058
615	000091-88-3	OCCN(c(cccc1C)c1)CC	Training	0.53 	0.395324048
616	000120-07-0	OCCN(c(cccc1)c1)CCO	Training	-0.61 	0.558342444
617	000100-10-7	O=Cc(ccc(N(C)C)c1)c1	Training	0.51 	0.227641878
618	000120-21-8	O=Cc(ccc(N(CC)CC)c1)c1	Training	0.87 	0.836567451
619	000103-83-3	N(Cc(cccc1)c1)(C)C	Training	0.55 	0.341366483
620	034274-04-9	COCCCNCc1cc(OC)c(OC)c(OC)c1	Training	0.30 	1.025104149
621	000100-01-6	[O-][N+](=O)c(ccc(N)c1)c1	Training	0.04 	0.681943173
624	000121-87-9	[O-][N+](=O)c(ccc(N)c1Cl)c1	Training	0.95 	0.802378739
626	000616-86-4	[O-][N+](=O)c(c(N)ccc1OCC)c1	Training	0.85 	0.864707588
628	000100-52-7	O=Cc(cccc1)c1	Training	1.09 	0.252013615
629	000529-20-4	Cc1ccccc1C=O	Training	0.36 	0.788669855
631	000122-03-2	O=Cc(ccc(c1)C(C)C)c1	Training	1.35 	0.67659359
632	000446-52-6	Fc1ccccc1C=O	Training	1.96 	1.224125205
633	000653-37-2	Fc1c(F)c(F)c(C=O)c(F)c1F	Training	2.25 	1.49677237
634	000454-89-7	O=Cc(cccc1C(F)(F)F)c1	Training	2.28 	0.671055463
635	000104-88-1	O=Cc(ccc(c1)Cl)c1	Training	1.81 	1.866602116
636	000874-42-0	O=Cc(c(cc(c1)Cl)Cl)c1	Training	1.99 	1.141529523
637	000387-45-1	O=Cc(c(ccc1)Cl)c1F	Training	1.23 	1.75151591
639	010031-82-0	O=Cc(ccc(OCC)c1)c1	Training	0.73 	0.416847424
640	000613-45-6	COc1ccc(C=O)c(OC)c1	Training	0.92 	1.17458294
641	004460-86-0	O=Cc(c(OC)cc(OC)c1OC)c1	Training	0.60 	1.067418549
642	061096-84-2	CCCCCCOc1ccc(C=O)cc1OC	Training	1.95 	0.626748163
643	000098-86-2	O=C(c(cccc1)c1)C	Training	-0.13 	0.961945515
644	002234-16-4	O=C(c(c(cc(c1)Cl)Cl)c1)C	Training	1.21 	1.029456663
645	013608-87-2	CC(=O)c1ccc(Cl)c(Cl)c1Cl	Training	2.05 	0.813621712
646	000093-91-4	O=C(c(cccc1)c1)CC(=O)C	Training	2.17 	1.0721617
647	001204-21-3	COc1ccc(OC)c(c1)C(=O)CBr	Training	3.53 	0.445569528
648	001126-46-1	O=C(OC)c(ccc(c1)Cl)c1	Training	1.19 	1.447562728
649	002905-69-3	O=C(OC)c(c(ccc1Cl)Cl)c1	Training	1.17 	1.008363575
650	000084-66-2	O=C(OCC)c(c(ccc1)C(=O)OCC)c1	Training	0.93 	2.158672643
652	000084-74-2	O=C(OCCCC)c(c(ccc1)C(=O)OCCCC)c1	Training	2.48 	1.984855058
655	003126-90-7	c1c(C(=O)OCCCC)cccc1C(=O)OCCCC	Training	2.53 	2.001558672
656	001962-75-0	CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC	Training	2.67 	1.957998294
657	000532-32-1	OC(=O)c1ccccc1	Training	-0.53 	0.524332518
663	000098-95-3	[O-][N+](=O)c(cccc1)c1	Training	0.01 	0.287167781
664	000099-08-1	[O-][N+](=O)c(cccc1C)c1	Training	0.73 	0.543489889
670	000350-46-9	[O-][N+](=O)c(ccc(F)c1)c1	Training	0.70 	0.353687789
676	000121-73-3	[O-][N+](=O)c(cccc1Cl)c1	Training	0.92 	0.437721887
685	000552-89-6	O=Cc(c([N+](=O)[O-])ccc1)c1	Training	0.99 	0.599510551
686	000555-16-8	O=Cc(ccc([N+](=O)[O-])c1)c1	Training	1.18 	0.609580835
687	006361-21-3	O=Cc(c(ccc1[N+](=O)[O-])Cl)c1	Training	1.68 	1.098358412
688	005465-65-6	Clc(ccc1C(=O)C)c(c1)[N+](=O)[O-]	Training	1.56 	1.20427589
689	000619-50-1	O=C(OC)c(ccc([N+](=O)[O-])c1)c1	Training	0.89 	0.792204388
690	005292-45-5	O=C(OC)c(ccc(c1[N+](=O)[O-])C(=O)OC)c1	Training	1.56 	0.958862966
691	042087-80-9	COC(=O)c1ccc(Cl)cc1[N+](=O)[O-]	Training	0.90 	1.151296343
692	000619-80-7	O=C(N)c(ccc([N+](=O)[O-])c1)c1	Training	0.10 	0.92215352
693	000100-25-4	[O-][N+](=O)c(ccc([N+](=O)[O-])c1)c1	Training	2.37 	0.822884219
696	000121-14-2	[O-][N+](=O)c(ccc(c1[N+](=O)[O-])C)c1	Training	0.87 	1.223223255
699	003698-83-7	[O-][N+](=O)c(c(cc(c1[N+](=O)[O-])Cl)Cl)c1	Training	3.69 	1.584211085
700	006284-83-9	[O-][N+](=O)c(c(cc(c1[N+](=O)[O-])Cl)Cl)c1Cl	Training	3.09 	1.803480774
701	000097-02-9	[O-][N+](=O)c(ccc(N)c1[N+](=O)[O-])c1	Training	1.07 	1.248987618
702	000529-19-1	N#Cc(c(ccc1)C)c1	Training	0.42 	0.320540541
703	006575-09-3	Clc(ccc1)c(c1C)C#N	Training	1.00 	0.867994823
705	000368-77-4	FC(F)(F)c1cccc(C#N)c1	Training	0.55 	1.108541189
706	000447-60-9	FC(F)(F)c1ccccc1C#N	Training	0.61 	1.079012896
707	001891-95-8	Clc(cc(c1)C#N)c(O)c1Cl	Training	0.89 	1.439588978
708	001689-84-5	Oc1c(Br)cc(C#N)cc1Br	Training	1.38 	1.713472708
709	001689-83-4	Oc1c(I)cc(C#N)cc1I	Training	1.74 	1.815118432
710	005922-60-1	N#Cc(c(N)ccc1Cl)c1	Training	0.73 	0.889277168
711	001129-35-7	COC(=O)c1ccc(C#N)cc1	Training	0.54 	0.827029155
715	000055-21-0	O=C(N)c(cccc1)c1	Training	-0.74 	-0.107975959
716	056108-12-4	NC(=O)c1ccc(C(C)(C)C)cc1	Training	0.74 	0.095895516
717	000134-62-3	O=C(N(CC)CC)c(cccc1C)c1	Training	0.24 	0.644094466
718	002008-58-4	NC(=O)c1c(Cl)cccc1Cl	Training	-0.39 	0.938830787
719	002447-79-2	NC(=O)c1ccc(Cl)cc1Cl	Training	0.30 	0.742849605
720	022726-00-7	NC(=O)c1cc(Br)ccc1	Training	0.33 	0.294502528
721	002439-77-2	COc1ccccc1C(=O)N	Training	0.10 	0.515362827
722	000065-45-2	O=C(N)c(c(O)ccc1)c1	Training	0.13 	0.515602738
723	000088-68-6	O=C(N)c(c(N)ccc1)c1	Training	-0.46 	-0.244321509
724	071862-02-7	Cc1c(NC=O)cccc1Cl	Training	0.56 	1.142187933
726	000621-42-1	O=C(Nc(cccc1O)c1)C	Training	-0.87 	0.2510623
727	000103-90-2	O=C(Nc(ccc(O)c1)c1)C	Training	-0.73 	0.199454418
728	000614-80-2	O=C(Nc(c(O)ccc1)c1)C	Training	0.84 	-0.243970091
729	055792-61-5	CCCCCCCCOc1ccccc1NC(C)=O	Training	2.77 	1.604309164
732	015972-60-8	CCc1cccc(CC)c1N(COC)C(=O)CCl	Training	1.73 	1.918682478
733	000709-98-8	CCC(=O)Nc1ccc(Cl)c(Cl)c1	Training	1.40 	0.623792469
734	002626-83-7	CNC(=O)Oc1ccc(C(C)(C)C)cc1	Training	1.32 	1.78097665
736	000114-26-1	CNC(=O)Oc1ccccc1OC(C)C	Training	1.38 	1.787400704
737	002032-59-9	CNC(=O)Oc1ccc(N(C)C)c(C)c1	Training	2.03 	1.606987508
738	001563-66-2	O=C(Oc(c(OC(C1)(C)C)c1cc2)c2)NC	Training	2.42 	1.172953928
739	000330-54-1	O=C(N(C)C)Nc(ccc(c1Cl)Cl)c1	Training	1.22 	1.070328363
746	000786-19-6	CCOP(=S)(OCC)SCSc1ccc(Cl)cc1	Training	3.16 	-999
747	000115-90-2	CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O	Training	0.85 	2.345728939
751	001080-32-6	O=P(OCC)(OCC)Cc(cccc1)c1	Training	-0.17 	1.191474082
752	000110-86-1	n(cccc1)c1	Training	-0.11 	-0.578678354
753	000109-06-8	n(c(ccc1)C)c1	Training	-0.98 	-0.386019113
754	000108-89-4	n(ccc(c1)C)c1	Training	-0.64 	-0.468042433
755	000108-99-6	n(cccc1C)c1	Training	-0.19 	-0.587953834
756	000100-71-0	n(c(ccc1)CC)c1	Training	-0.59 	-0.416144497
757	000104-90-5	n(c(ccc1CC)C)c1	Training	0.17 	-0.599146991
758	018368-63-3	Clc(nc(c1)C)cc1	Training	-0.26 	-0.632335249
759	002176-62-7	n(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl	Training	2.73 	2.783069011
762	002859-67-8	n(cccc1CCCO)c1	Training	-0.04 	0.163785933
763	000500-22-1	O=Cc(cccn1)c1	Training	0.82 	-0.438755065
764	001122-54-9	O=C(c(ccnc1)c1)C	Training	-0.14 	-0.206694776
765	000499-83-2	O=C(O)c(nc(cc1)C(=O)O)c1	Training	-0.29 	0.86431099
766	004214-79-3	Oc1ccc(Cl)cn1	Training	-0.94 	-0.40018824
767	006636-78-8	Oc1cccnc1Cl	Training	-0.68 	-0.465643762
768	016879-02-0	Oc1cccc(Cl)n1	Training	-0.22 	-0.600208661
769	006602-32-0	Oc1cccnc1Br	Training	-0.43 	-0.476489615
770	015128-82-2	Oc1cccnc1[N+](=O)[O-]	Training	-0.08 	0.666190659
771	000769-28-8	n(c(cc1C)C)c(O)c1C#N	Training	-0.03 	-0.490242221
777	001072-97-5	Nc1ccc(Br)cn1	Training	-0.01 	-0.199730724
778	005683-33-0	n1ccccc1N(C)C	Training	-0.02 	-0.396951754
779	000100-70-9	C(#N)c(nccc1)c1	Training	-0.84 	-0.127800635
780	002921-88-2	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	Training	2.84 	2.84
781	005600-21-5	Cc1cc(Cl)nc(N)n1	Training	0.00 	-0.12779082
783	000333-41-5	O(P(OCC)(Oc(nc(nc1C)C(C)C)c1)=S)CC	Training	1.51 	1.51
784	017584-12-2	Cc1nnc(N)nc1C	Training	-0.89 	0
785	000110-00-9	O1C=CC=C1	Training	0.04 	0.179393961
786	000625-86-5	O1C(C)=CC=C1C	Training	0.13 	0.230190129
787	004412-91-3	OCc1ccoc1	Training	-0.72 	-0.367018465
790	000872-31-1	C1=CC(Br)=CS1	Training	1.42 	-999
791	000109-97-7	C1=CC=CN1	Training	-0.50 	-0.468422762
792	000932-16-1	O=C(C(N(C=C1)C)=C1)C	Training	-0.11 	0.052252827
793	000693-93-6	Cc1cocn1	Training	-1.22 	-0.512154095
794	020662-84-4	O(C(=N1)C)C(=C1C)C	Training	-0.61 	-0.409226956
795	000693-98-1	N(C=CN1)=C1C	Training	-0.54 	-0.88875903
796	002034-22-2	BrC1=NC(Br)=C(Br)N1	Training	1.64 	1.58
799	000314-40-9	N1C(=O)N(C(C)CC)C(=O)C(Br)=C1C	Training	0.15 	-0.473113778
800	000077-71-4	O=C(NC(C1=O)(C)C)N1	Training	-2.11 	0.239992078
801	000057-43-2	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	Training	0.42 	0.730575544
802	005217-47-0	O=C(N(C(N(C1=O)CC)=S)CC)C1	Training	-1.35 	0.111822688
803	000309-43-3	C1(=O)NC(=O)NC(=O)C1(C(CCC)C)CC=C	Training	1.04 	0.541033911
804	000071-73-8	C1(=O)N=C(S)NC(=O)C1(C(CCC)C)CC	Training	1.00 	0.818659557
807	000115-32-3	OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl	Training	2.79 	2.921479392
808	003923-52-2	c1ccccc1C(C#C)(O)c1ccccc1	Training	1.27 	1.055926458
809	000101-84-8	O(c(cccc1)c1)c(cccc2)c2	Training	1.62 	1.53463946
813	000330-93-8	Fc2ccc(Oc1ccc(F)cc1)cc2	Training	2.25 	1.535190266
815	000067-36-7	O=Cc2ccc(Oc1ccccc1)cc2	Training	1.63 	1.905485771
816	069770-23-6	CC(C)(C)c2ccc(Oc1cccc(C=O)c1)cc2	Training	2.84 	1.948621793
817	079124-76-8	Clc2ccc(Oc1cccc(C=O)c1)cc2Cl	Training	2.95 	2.372217595
818	000119-61-9	O=C(c(cccc1)c1)c(cccc2)c2	Training	1.09 	0.695565551
821	000080-05-7	Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1	Training	1.70 	2.043168894
823	000070-30-4	Oc(c(c(c(c1)Cl)Cl)Cc(c(c(cc2Cl)Cl)Cl)c2O)c1Cl	Training	4.29 	2.625297301
824	000097-23-4	Oc(c(cc(c1)Cl)Cc(c(O)ccc2Cl)c2)c1	Training	2.94 	2.641905428
825	000079-95-8	Oc(c(cc(c1)C(c(cc(c(O)c2Cl)Cl)c2)(C)C)Cl)c1Cl	Training	2.44 	2.97756059
829	000831-82-3	O(c(ccc(O)c1)c1)c(cccc2)c2	Training	1.58 	1.547589288
830	001965-09-9	O(c(ccc(O)c1)c1)c(ccc(O)c2)c2	Training	1.59 	1.61484716
832	001484-26-0	Nc2cccc(Oc1ccccc1)c2	Training	1.34 	1.53249449
833	000620-88-2	c1ccccc1Oc2ccc([N+](=O)[O-])cc2	Training	1.91 	1.796685639
834	039145-47-6	[O-][N+](=O)c1c(Oc2c(Cl)cccc2)cccc1	Training	2.11 	2.128357708
837	002894-51-1	Nc1ccccc1C(=O)c2ccc(Cl)cc2	Training	2.04 	1.355723385
838	000118-55-8	O=C(Oc(cccc1)c1)c(c(O)ccc2)c2	Training	2.26 	1.7500592
839	000133-11-9	Oc1cc(N)ccc1C(=O)Oc2ccccc2	Training	1.74 	2.079529943
840	000122-39-4	N(c(cccc1)c1)c(cccc2)c2	Training	1.65 	0.399869754
843	000087-17-2	O=C(Nc(cccc1)c1)c(c(O)ccc2)c2	Training	1.73 	1.60047092
847	000607-00-1	O=CN(c(cccc1)c1)c(cccc2)c2	Training	0.84 	1.727526852
849	001689-82-3	Oc(ccc(N=Nc(cccc1)c1)c2)c2	Training	2.23 	1.455109656
853	000882-33-7	S(Sc(cccc1)c1)c(cccc2)c2	Training	3.30 	0.7642831
854	000945-51-7	O=S(c(cccc1)c1)c(cccc2)c2	Training	0.36 	1.564667646
855	000621-08-9	O=S(Cc(cccc1)c1)Cc(cccc2)c2	Training	0.46 	1.124398868
856	002104-64-5	CCOP(=S)(Oc1ccc(cc1)N(=O)=O)c2ccccc2	Training	3.61 	1.846182111
858	014548-46-0	O=C(c(cccc1)c1)c(ccnc2)c2	Training	0.25 	1.293486195
859	014548-45-9	Brc1ccc(cc1)C(=O)c2cccnc2	Training	1.11 	0.925299694
861	004916-57-8	C(Cc1ccncc1)c2ccncc2	Training	0.09 	0.640647006
862	002232-08-8	Cc1ccc(cc1)S(=O)(=O)n2ccnc2	Training	0.73 	-1.466279126
868	000090-43-7	Oc(c(c(cccc1)c1)ccc2)c2	Training	1.44 	1.276787478
871	000939-23-1	n(ccc(c1)c(cccc2)c2)c1	Training	0.98 	1.170755826
874	000050-06-6	CCC1(C(=O)NC(=O)NC1(=O))c2ccccc2	Training	-0.32 	1.012837804
876	002759-28-6	C1CN(CCN1)Cc2ccccc2	Training	0.57 	0.237916088
877	000091-20-3	c(c(ccc1)ccc2)(c1)c2	Training	1.32 	1.01890583
887	000083-32-9	c(c(ccc1)ccc2)(c1CC3)c23	Training	1.95 	1.43325945
888	000090-15-3	Oc(c(c(ccc1)cc2)c1)c2	Training	1.49 	1.108583871
890	101836-92-4	c1cc2c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c2cc1	Training	1.84 	1.568259041
894	000063-25-2	O=C(Oc(c(c(ccc1)cc2)c1)c2)NC	Training	1.35 	1.574325072
895	000091-22-5	n(c(c(ccc1)cc2)c1)c2	Training	0.34 	-999
903	005331-91-9	S(C(S)=N1)c(ccc2Cl)c1c2	Training	1.80 	-999
907	000496-16-2	O(c(c(ccc1)C2)c1)C2	Training	0.17 	1.091401649
908	000271-89-6	c1ccc2ccoc2c1	Training	0.93 	1.313151394
910	000094-62-2	O=C(N(CCCC1)C1)C=CC=Cc(ccc(OCO2)c23)c3	Training	1.56 	1.543914243
911	000083-34-1	c1ccc2c(C)cnc2c1	Training	1.17 	0.401125142
912	000058-27-5	c1cc2C(=O)C=C(C)C(=O)c2cc1	Training	3.19 	1.149689314
914	000058-08-2	CN1C(=O)N(C)c2ncn(C)c2C1(=O)	Training	0.11 	0.11
915	000086-50-0	S=P(OC)(OC)SCN1N=Nc2ccccc2C1(=O)	Training	3.70 	3.7
918	000525-82-6	c1ccc2C(=O)C=C(c3ccccc3)Oc2c1	Training	1.80 	1.748703855
920	000066-76-2	O=C1Oc2ccccc2C(O)=C1CC3=C(O)c4ccccc4OC3=O	Training	1.82 	1.82
924	003558-69-8	c1ccc(cc1)c2cccc(n2)c3ccccc3	Training	3.04 	2.215460888
925	000084-62-8	O=C(Oc(cccc1)c1)c(c(ccc2)C(=O)Oc(cccc3)c3)c2	Training	3.00 	1.885375991
926	051630-58-1	CC(C)C(C(=O)OC(C#N)c2cccc(Oc1ccccc1)c2)c3ccc(Cl)cc3	Training	4.92 	4.796173508
927	070124-77-5	CC(C)C(C(=O)OC(C#N)c2cccc(Oc1ccccc1)c2)c3ccc(OC(F)F)cc3	Training	6.38 	4.688108098
929	052645-53-1	CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc3cccc(Oc2ccccc2)c3	Training	4.39 	4.814496947
930	010453-86-8	CC(C)=CC3C(C(=O)OCc2coc(Cc1ccccc1)c2)C3(C)C	Training	4.74 	-999
932	000115-86-6	O=P(Oc(cccc1)c1)(Oc(cccc2)c2)Oc(cccc3)c3	Training	2.57 	2.102483704
935	000791-28-6	O=P(c(cccc1)c1)(c(cccc2)c2)c(cccc3)c3	Training	0.71 	0.71
936	000132-64-9	o(c(c(c1cccc2)ccc3)c3)c12	Training	1.96 	1.343490446
937	001484-13-5	N(c(c(c1cccc2)ccc3)c3)(c12)C=C	Training	4.78 	1.337927797
939	000514-10-3	O=C(O)C(C(C(C(C(=C1)C=C(C2)C(C)C)C2)(CC3)C)C1)(C3)C	Training	2.10 	2.561073365
940	000471-77-2	C(C(CC1)=C(C)C)=C(CCC2C(C3)(C(=O)O)C)C1C2(CC3)C	Training	2.25 	2.518750473
941	005835-26-7	CC3(CCC1C(=CCC2C1(C)CCCC2(C)C(=O)(O))C3)C=C	Training	2.54 	2.451964692
942	001740-19-8	O=C(O)C(C(C(c(c(cc(c1)C(C)C)C2)c1)(CC3)C)C2)(C3)C	Training	2.16 	1.885676322
943	000083-79-4	COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C	Training	4.94 	5
944	000060-41-3	O=C1(CC2OCC=C3CN4CCC56C4CC3C2C5N1C7=CC=CC=C67)	Training	2.84 	2.54
945	000597-64-8	CC[Sn](CC)(CC)CC	Training	4.33 	4.3
946	001461-25-2	CCCC[Sn](CCCC)(CCCC)CCCC	Training	3.89 	3.89
951	069723-94-0	C1C(=CC=C[N+]=1CC2C=CC=CC=2)S(=O)(=O)[O-]	Training	-0.99 	0.899264236
959	39145-47-6	O=[N+]([O-])c2ccccc2(Oc1ccc(cc1)Cl)	Training	2.11 	2.13359168
960	31502-57-5	O=C(OCCCl)NC1CCCCC1	Training	0.77 	0.76
961	58-08-2	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	0.11 	0.11
962	59-97-2	N1=C(NCC1)Cc2ccccc2	Training	-0.26 	0.525287489
963	60-13-9	NC(C)Cc1ccccc1	Training	1.11 	0.460051191
964	60-41-3	O=C2N6c1ccccc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67)	Training	2.54 	2.84
965	65-30-5	n1cccc(c1)C2N(C)CCC2	Training	1.54 	0.187437606
966	66-76-2	O=C1Oc4ccccc4(C(O)=C1CC=2C(=O)Oc3ccccc3(C=2(O)))	Training	1.82 	1.82
967	67-68-5	O=S(C)C	Training	-2.64 	-2.64
968	71-73-8	O=C1NC(NC(=O)C1(CC)C(C)CCC)=S	Training	1.00 	0.322243347
969	83-79-4	O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34)	Training	5.00 	4.94
970	86-50-0	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	Training	3.70 	3.7
971	100-97-0	N12(CN3CN(C1)CN(C2)C3)	Training	-2.55 	-2.55
972	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	1.37 	1.37
973	128-44-9	O=C1NS(=O)(=O)c2ccccc12	Training	-1.95 	0.707962723
974	333-41-5	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	1.51 	1.51
975	597-64-8	CC[Sn](CC)(CC)CC	Training	4.30 	4.33
976	683-72-7	O=C(N)C(Cl)Cl	Training	-0.27 	-0.27
977	791-28-6	O=P(c1ccccc1)(c2ccccc2)c3ccccc3	Training	0.71 	0.71
978	1461-25-2	CCCC[Sn](CCCC)(CCCC)CCCC	Training	3.89 	3.89
979	1484-26-0	O(c1cccc(N)c1)Cc2ccccc2	Training	1.34 	1.737088895
980	2034-22-2	n1c([nH]c(c1Br)Br)Br	Training	1.58 	1.64
981	2921-88-2	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	2.84 	2.84
982	3206-31-3	O=C(OCC)N(C(=O)OCC)C(=O)OCC	Training	1.24 	1.24
983	6921-29-5	C#CCN(CC#C)CC#C	Training	-0.35 	-0.35
984	6948-86-3	O(CC)C(OCC)CN(C)CC(OCC)OCC	Training	-0.38 	-0.38
