No.	CAS	SMILES	Status	CARC
350	21416-87-5	O=C1NC(=O)CN(C1)CC(N2CC(=O)NC(=O)C2)C	Training	1
351	110-57-6	C(=CCCl)CCl	Training	1
352	4680-78-8	O=S(=O)([O-])c1cccc(c1)CN(c2ccc(cc2)[CH2+](c3ccccc3)c4ccc(cc4)N(Cc5cccc(c5)S(=O)(=O)[O-])CC)CC	Training	1
353	5208-87-7	OC(C=C)c1ccc2OCOc2(c1)	Training	1
354	16338-97-9	O=NN(CC=C)CC=C	Training	1
355	57497-29-7	O=[N+]([N-]C)CC	Training	1
356	16301-26-1	O=[N+]([N-]CC)CC	Training	1
357	38514-71-5	O=[N+]([O-])c1oc(cc1)c2nc(N)sc2	Training	1
358	637-07-0	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	1
359	51410-44-7	OC(C=C)c1ccc(OC)cc1	Training	1
360	63885-23-4	O=NN(C(=NCC)N)[N+](=O)[O-]	Training	1
361	758-17-8	O=CN(N)C	Training	1
362	74920-78-8	O=CN(N)CC	Training	1
363	26049-71-8	n1c(csc1NN)c2ccc(N)cc2	Training	1
364	842-00-2	O=S(=O)(N)c2ccc(c1ccccc12)S(=O)(=O)CC	Training	1
365	683-50-1	O=CC(C)Cl	Training	1
366	590-21-6	C(=CCl)C	Training	1
367	115-02-6	[N-]=[N+]=CC(=O)OCC(N)C(=O)O	Training	1
368	5164-11-4	C=CCN(N)CC=C	Training	1
369	10318-26-0	OC(CBr)C(O)C(O)C(O)CBr	Training	1
370	38434-77-4	N#CN(N=O)CC	Training	1
371	88-73-3	O=[N+]([O-])c1ccccc1Cl	Training	1
372	613-94-5	O=C(NN)c1ccccc1	Training	1
373	101-79-1	O(c1ccc(N)cc1)c2ccc(cc2)Cl	Training	1
374	100-00-5	O=[N+]([O-])c1ccc(cc1)Cl	Training	1
375	720-69-4	O=[N+]([O-])c1oc(cc1)c2nc(nc(n2)N)N	Training	1
376	37087-94-8	O=C(O)c1cc(ccc1Cl)S(=O)(=O)N2CC(C)CC(C)C2	Training	1
377	517-28-2	Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)	Training	1
378	65089-17-0	O=C(NCCO)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	1
379	63019-65-8	O=C(N(c3cccc2c1ccccc1Cc23)C(=O)C)C	Training	1
380	50892-23-4	O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	1
381	91-94-1	Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl	Training	1
382	18413-14-4	NNCC	Training	1
383	77094-11-2	n1cccc3c1cc(c2c3(nc(N)n2C))C	Training	1
384	33979-15-6	O=C1OC2CC[N+]3(C)(CC=C(COC(=O)C(OC(=O)C)(C)C(C=C1(C=C))C)C23([O-]))	Training	1
385	67730-11-4	n1c(N)ccc2nc3c(cccn3(c12))C	Training	1
386	151-56-4	N1CC1	Training	1
387	302-01-2	NN	Training	1
388	57-39-6	O=P(N1CC1C)(N2CC2C)N3CC3C	Training	1
389	306-37-6	N(NC)C	Training	1
390	64-17-5	OCC	Training	1
391	53-70-3	c1ccc5c(c1)ccc4cc3c(ccc2ccccc23)cc45	Training	1
392	2303-16-4	O=C(N(C(C)C)C(C)C)SCC(=CCl)Cl	Training	1
393	938-73-8	O=C(N)c1ccccc1(OCC)	Training	1
394	118-74-1	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
395	72-54-8	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)Cl)Cl	Training	1
396	53-95-2	O=C(N(O)c2ccc3c1ccccc1Cc3(c2))C	Training	1
397	117-10-2	O=C1c3cccc(O)c3(C(=O)c2c(O)cccc12)	Training	1
398	712-68-5	O=[N+]([O-])c1oc(cc1)c2nnc(N)s2	Training	1
399	140-57-8	O=S(OCCCl)OC(C)COc1ccc(cc1)C(C)(C)C	Training	1
400	60-56-0	C1=CN(C(N1)=S)C	Training	1
401	50-28-2	Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)CCC34)	Training	1
402	20570-96-1	NNCc1ccccc1	Training	1
403	22571-95-5	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(C)C)C12)C(=CC)C	Training	1
404	13743-07-2	O=NN(C(=O)N)CCO	Training	1
405	60-34-4	NNC	Training	1
406	7422-80-2	NN(CCCC)CCCC	Training	1
407	59-88-1	NNc1ccccc1	Training	1
408	132-27-4	Oc1ccccc1c2ccccc2	Training	1
409	83335-32-4	O=NN(CCCC(F)(F)F)CCCC(F)(F)F	Training	1
410	128-44-9	O=C1N=S(=O)(O)c2ccccc12	Training	1
411	75896-33-2	O=NN(CCO)CC(O)C	Training	1
412	108-05-4	O=C(OC=C)C	Training	1
413	36133-88-7	O=C(NCc1nc(no1)c2oc(cc2)[N+](=O)[O-])C	Training	1
414	24554-26-5	O=CNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	1
415	18559-94-9	Oc1ccc(cc1CO)C(O)CNC(C)(C)C	Training	1
416	2578-75-8	O=C(Nc2nnc(c1oc(cc1)[N+](=O)[O-])s2)C	Training	1
417	26308-28-1	O=C1Nc3c(nn(c3(C(=NC1)c2ccccc2))CC)C	Training	1
418	531-82-8	O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C	Training	1
419	91308-69-9	O=NN(CC=C)CCO	Training	1
420	75198-31-1	O=[N+]([O-])c1oc(cc1)c3cnc2ccccn23	Training	1
421	91308-71-3	O=NN(CC=C)CC(=O)C	Training	1
422	51325-35-0	O=C(Nc1nc(nc(n1)c2oc(cc2)[N+](=O)[O-])NC(=O)C)C	Training	1
423	64005-62-5	O=NN(C(=O)OCC)CCCCC	Training	1
424	4812-22-0	O=[N+]([O-])C(=CCC)CC	Training	1
425	51542-33-7	O=NN(C(=O)Nc2nc1ccccc1s2)C	Training	1
426	77-46-3	O=C(Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)C)C	Training	1
427	924-16-3	O=NN(CCCC)CCCC	Training	1
428	55-18-5	O=NN(CC)CC	Training	1
429	1116-54-7	O=NN(CCO)CCO	Training	1
430	122-60-1	O(c1ccccc1)CC2OC2	Training	1
431	62-75-9	O=NN(C)C	Training	1
432	621-64-7	O=NN(CCC)CCC	Training	1
433	17608-59-2	O=NN(C)C(C)C(O)c1ccccc1	Training	1
434	91308-70-2	O=NN(CC=C)CC(O)C	Training	1
435	20917-49-1	O=NN1CCCCCCC1	Training	1
436	88208-16-6	O=NN(CC=C)CC(O)CO	Training	1
437	16219-98-0	O=NN(c1ncccc1)C	Training	1
438	1133-64-8	O=NN2CCCCC2(c1cnccc1)	Training	1
439	68107-26-6	O=NN(C)CCCCCCCCCCC	Training	1
440	53609-64-6	O=NN(CC(O)C)CC(O)C	Training	1
441	156-51-4	NNCCc1ccccc1	Training	1
442	60599-38-4	O=NN(CC(=O)C)CC(=O)C	Training	1
443	100-75-4	O=NN1CCCCC1	Training	1
444	13292-46-1	O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5c(O)c(C=NN2CCN(C)CC2)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)c(O)c5(c(O)c4C))C)C	Training	1
445	611-23-4	O=Nc1ccccc1C	Training	1
446	18883-66-4	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C	Training	1
447	96806-34-7	O=NN(C(=O)NCCCl)CCO	Training	1
448	17673-25-5	O=C1C(=CC3C1(O)CC(=CC2C4C(O)(C(O)C(C)C23(O))C4(C)(C))CO)C	Training	1
449	55556-92-8	O=NN1CC=CCC1	Training	1
450	96-09-3	O1CC1c2ccccc2	Training	1
451	89911-78-4	O=NN(CCO)CC(O)CO	Training	1
452	92177-50-9	O=NC(O)C(O)CNCC(=O)C	Training	1
453	303-47-9	O=C1OC(C)Cc2c1c(O)c(cc2Cl)C(=O)NC(C(=O)O)Cc3ccccc3	Training	1
454	38777-13-8	O=NN(C(=O)Oc1ccccc1(OC(C)C))C	Training	1
455	7227-91-0	N(=NN(C)C)c1ccccc1	Training	1
456	684-93-5	O=NN(C(=O)N)C	Training	1
457	13752-51-7	O2CCN(C(=S)SN1CCOCC1)CC2	Training	1
458	55090-44-3	O=NN(C)CCCCCCCCCCCC	Training	1
459	8001-50-1	C=C1C(C)(C)C2(C(C1(C(C2(Cl)Cl)(Cl)Cl)Cl)Cl)Cl	Training	1
460	13256-11-6	O=NN(C)CCc1ccccc1	Training	1
461	1120-71-4	O=S1(=O)(OCCC1)	Training	1
462	29069-24-7	O=C1C=CC4(C(=C1)CCC3C5CCC(O)(C(=O)COC(=O)CCCc2ccc(cc2)N(CCCl)CCCl)C5(C)(CC(O)C34))(C)	Training	1
463	117-39-5	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)c(O)c3	Training	1
464	40580-89-0	O=NN1CCCCCCCCCCCC1	Training	1
465	932-83-2	O=NN1CCCCCC1	Training	1
466	137-30-4	C(N(C)C)(=S)S	Training	1
467	86451-37-8	O=NN(C)CC(O)CO	Training	1
468	78246-24-9	O=NN2CCCC2(c1ccc[n+]([O-])c1)	Training	1
469	930-55-2	O=NN1CCCC1	Training	1
470	82018-90-4	O=NN(CC)CC(F)(F)F	Training	1
471	1119-68-2	N([NH3+])CCCCC	Training	1
472	29929-77-9	O=NN2c1ccccc1C(=CC2(C)C)C	Training	1
473	60102-37-6	O=C2OCC3=CCN(C)CCC(OC(=O)C1(OC1(C))(CC(C)C2(O)C))C3(=O)	Training	1
474	16813-36-8	O=NN1C(=O)NC(=O)CC1	Training	1
475	62-44-2	O=C(Nc1ccc(OCC)cc1)C	Training	1
476	937-25-7	O=NN(c1ccc(F)cc1)C	Training	1
477	60-80-0	O=C1C=C(N(N1c2ccccc2)C)C	Training	1
478	10048-13-2	O=C1c5c(O)cccc5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	1
479	23031-25-6	Oc1cc(O)cc(c1)C(O)CNC(C)(C)C	Training	1
480	614-95-9	O=NN(C(=O)OCC)CC	Training	1
481	614-00-6	O=NN(c1ccccc1)C	Training	1
482	13010-07-6	O=NN(C(=N[N+](=O)[O-])N)CCC	Training	1
483	96806-35-8	O=NN(C(=O)NCCCl)CC(O)C	Training	1
484	77337-54-3	O=CN(N)CCC	Training	1
485	760-60-1	O=NN(C(=O)N)CC(C)C	Training	1
486	56795-66-5	N([NH3+])CCC	Training	1
487	615-28-1	Nc1ccccc1(N)	Training	1
488	89911-79-5	O=NN(CC(O)C)CC(O)CO	Training	1
489	75881-20-8	O=NN(C)CCCCCCCCCCCCCC	Training	1
490	50-06-6	O=C2NC(=O)C(c1ccccc1)(C(=O)N2)CC	Training	1
491	51-52-5	O=C1C=C(NC(N1)=S)CCC	Training	1
492	63-92-3	O(c1ccccc1)CC(N(Cc2ccccc2)CCCl)C	Training	1
493	100-41-4	c1ccc(cc1)CC	Training	1
494	607-35-2	O=[N+]([O-])c2cccc1cccnc12	Training	1
495	125-33-7	O=C2NCNC(=O)C2(c1ccccc1)CC	Training	1
496	93-15-2	O(c1ccc(cc1(OC))CC=C)C	Training	1
497	98-00-0	OCc1occc1	Training	1
498	111-76-2	OCCOCCCC	Training	1
499	110-86-1	n1ccccc1	Training	1
500	111-42-2	OCCNCCO	Training	1
501	53757-28-1	O=[N+]([O-])c1oc(cc1)c2ncsc2	Training	1
502	1402-68-2	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)OCC5	Training	1
503	64039-27-6	OCC3OC(n2cnc1C(N=C(N)Nc12)=S)CC3(O)	Training	1
504	7411-49-6	Nc1ccc(cc1(N))c2ccc(N)c(N)c2	Training	1
505	63886-77-1	Fc1c(F)c(N)c(F)c(N)c1(F)	Training	1
506	141-90-2	O=C1C=CNC(N1)=S	Training	1
507	298-81-7	O=C1Oc2c(OC)c3occc3(cc2(C=C1))	Training	1
508	109-99-9	O1CCCC1	Training	1
509	6334-11-8	c1c(cc(c(c1C)[NH3+])C)C	Training	1
510	924-42-5	O=C(C=C)NCO	Training	1
511	5634-39-9	OCC1OC(OC1)C(C)I	Training	1
512	868-85-9	O=[P+](OC)OC	Training	1
513	643-22-1	O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(C1(O))[NH+](C)C)C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	0
514	121-69-7	c1ccc(cc1)N(C)C	Training	1
515	62-55-5	NC(C)=S	Training	1
516	55566-30-8	OC[P+](CO)(CO)CO	Training	0
517	74-96-4	CCBr	Training	1
518	593-60-2	C=CBr	Training	1
519	62-56-6	NC(N)=S	Training	1
520	540-23-8	Nc1ccc(cc1)C	Training	1
521	132-98-9	O=C(O)C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C)	Training	0
522	622-51-5	O=C(N)Nc1ccc(cc1)C	Training	1
523	99-57-0	O=[N+]([O-])c1ccc(O)c(N)c1	Training	1
524	634-93-5	Nc1c(cc(cc1Cl)Cl)Cl	Training	1
525	638-03-9	Nc1cccc(c1)C	Training	1
526	75-00-3	CCCl	Training	1
527	88-19-7	O=S(=O)(N)c1ccccc1C	Training	1
528	2425-85-6	O=C3C=Cc1ccccc1C3(=NNc2ccc(cc2[N+](=O)[O-])C)	Training	1
529	1313-27-5	O=[Mo](=O)=O	Training	1
530	50-33-9	O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3CCCC	Training	1
531	110-00-9	o1cccc1	Training	1
532	271-89-6	o1ccc2ccccc12	Training	1
533	102-71-6	OCCN(CCO)CCO	Training	1
534	20325-40-0	O(c1cc(ccc1(N))c2ccc(N)c(OC)c2)C	Training	1
535	6459-94-5	O=C5C=Cc6cc(cc(c6(C5(=NNc1ccc(cc1C)c4ccc(N=Nc3ccc(OS(=O)(=O)c2ccc(cc2)C)cc3)c(c4)C)))S(=O)(=O)O)S(=O)(=O)O	Training	1
536	556-52-5	OCC1OC1	Training	1
537	542-56-3	O=NOCC(C)C	Training	1
538	106-92-3	O(CC=C)CC1OC1	Training	1
539	25013-15-4	C=Cc1cccc(c1)C	Training	0
540	2698-41-1	N#CC(C#N)=Cc1ccccc1Cl	Training	0
541	100-52-7	O=Cc1ccccc1	Training	1
542	389-08-2	O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC	Training	1
543	81-49-2	O=C1c3ccccc3(C(=O)c2c1c(N)c(cc2Br)Br)	Training	1
544	98-85-1	OC(c1ccccc1)C	Training	1
545	298-59-9	O=C(OC)C(c1ccccc1)C2NCCCC2	Training	1
546	75-52-5	O=[N+]([O-])C	Training	1
547	7336-20-1	O=S(=O)(O)c2cc(N)ccc2(C=Cc1ccc(N)cc1S(=O)(=O)O)	Training	0
548	77-09-8	O=C3OC(c1ccc(O)cc1)(c2ccc(O)cc2)c4ccccc34	Training	1
549	123-31-9	Oc1ccc(O)cc1	Training	1
550	57-66-9	O=C(O)c1ccc(cc1)S(=O)(=O)N(CCC)CCC	Training	1
551	2429-74-5	O=S(=O)(O)c5cc(N)c6c(O)c(N=Nc1ccc(cc1(OC))c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)O))S(=O)(=O)O)c(OC)c4)c(cc6(c5))S(=O)(=O)O	Training	1
552	8003-22-3	O=C1c4ccccc4(C(=O)C1c2nc3ccccc3(cc2))	Training	1
553	64091-91-4	O=NN(C)CCCC(=O)c1cnccc1	Training	1
554	98-01-1	O=Cc1occc1	Training	1
555	509-14-8	O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]	Training	1
556	612-82-8	Nc1ccc(cc1C)c2ccc(N)c(c2)C	Training	1
557	604-75-1	O=C1Nc3ccc(cc3(C(=NC1(O))c2ccccc2))Cl	Training	1
558	67774-32-7	c2c(c1cc(c(cc1Br)Br)Br)c(cc(c2Br)Br)Br	Training	1
559	76-57-3	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	0
560	96-18-4	C(C(CCl)Cl)Cl	Training	1
561	77-47-4	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	0
562	147-47-7	c1ccc2c(c1)NC(C=C2C)(C)C	Training	1
563	133-06-2	O=C1N(C(=O)C2CC=CCC12)SC(Cl)(Cl)Cl	Training	1
564	70-30-4	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	0
565	6358-85-6	O=C(Nc1ccccc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(c4)Cl)C(=O)C	Training	0
566	320-67-2	O=C1N=C(N=CN1C2OC(CO)C(O)C2(O))N	Training	1
567	133-90-4	O=C(O)c1cc(cc(N)c1Cl)Cl	Training	1
568	7008-42-6	O=C2c1ccccc1N(c3c4C=CC(Oc4(cc(OC)c23))(C)C)C	Training	1
569	1836-75-5	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2	Training	1
570	13366-73-9	O1C2C1C3C4C2C5C3C6(C4(C(C5(C6(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
571	22966-79-6	O=C(Oc1ccc2c(c1)CCC4C2CCC5(C)(C(OC(=O)Cc3ccc(cc3)N(CCCl)CCCl)CCC45))Cc6ccc(cc6)N(CCCl)CCCl	Training	1
572	140-56-7	O=S(=O)(O)N=Nc1ccc(cc1)N(C)C	Training	0
573	128-66-5	O=C3c1ccccc1c4ccc5C(=O)c2ccccc2c6ccc3c4c56	Training	1
574	75-69-4	FC(Cl)(Cl)Cl	Training	0
575	756-79-6	O=P(OC)(OC)C	Training	1
576	148-18-5	C(N(CC)CC)(=S)S	Training	0
577	113-92-8	n1ccccc1C(c2ccc(cc2)Cl)CC[NH+](C)C	Training	0
578	77-79-2	O=S1(=O)(CC=CC1)	Training	0
579	76-87-9	c1ccc(cc1)[Sn+](c2ccccc2)c3ccccc3	Training	0
580	7446-34-6	S=[Se]	Training	1
581	309-00-2	C1=CC2CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl	Training	1
582	26148-68-5	n1c(N)ccc3c1[nH]c2ccccc23	Training	1
583	869-01-2	O=NN(C(=O)N)CCCC	Training	1
584	50-29-3	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl	Training	1
585	68-89-3	O=C1C(=C(N(N1c2ccccc2)C)C)N(C)CS(=O)(=O)O	Training	1
586	140-67-0	O(c1ccc(cc1)CC=C)C	Training	1
587	135-23-9	n1ccccc1N(Cc2cccs2)CCN(C)C	Training	1
588	838-88-0	Nc1ccc(cc1C)Cc2ccc(N)c(c2)C	Training	1
589	33868-17-6	N#CN(N=O)C	Training	1
590	63642-17-1	O=NN(C(=O)NCCCC(N)C(=O)O)C	Training	1
591	99-80-9	O=Nc1ccc(cc1)N(N=O)C	Training	1
592	315-22-0	O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(O)(C)C1C)C23	Training	1
593	75411-83-5	O=NN(C)CC(O)C	Training	1
594	61034-40-0	O=NN2CC(N(C(=O)c1ccccc1)C(C)C2)C	Training	1
595	75881-22-0	O=NN(C)CCCCCCCCCC	Training	1
596	42011-48-3	O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C(F)(F)F	Training	1
597	116355-83-0	O=C(O)CC(C(=O)O)CC(=O)OC(CC(C)CC(O)CCCCC(O)CC(O)C(N)C)C(OC(=O)CC(C(=O)O)CC(=O)O)C(C)CCCC	Training	1
598	302-17-0	OC(O)C(Cl)(Cl)Cl	Training	1
599	1314-62-1	O=[V](=O)O[V](=O)=O	Training	1
600	107-02-8	O=CC=C	Training	0
601	50594-66-6	O=C(O)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	1
602	628-94-4	O=C(N)CCCCC(=O)N	Training	0
603	3688-53-7	O=C(N)C(=Cc1oc(cc1)[N+](=O)[O-])c2occc2	Training	1
604	29611-03-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(O)CC5	Training	1
605	760-56-5	O=NN(C(=O)N)CC=C	Training	1
606	28754-68-9	O=[N+]([O-])c2oc(C=Cc1noc(n1)N)cc2	Training	1
607	1912-24-9	n1c(nc(nc1NC(C)C)Cl)NCC	Training	1
608	17697-55-1	O=[N+]([N-]CCC)CCC	Training	1
609	88133-11-3	n2cnn3c(nc(c1ccccc1)c(c23)CCOCC)N	Training	1
610	98-07-7	c1ccc(cc1)C(Cl)(Cl)Cl	Training	1
611	2519-30-4	O=C4C(=NNc2ccc(N=Nc1ccc(cc1)S(=O)(=O)O)c3ccc(cc23)S(=O)(=O)O)C(=Cc5c(ccc(NC(=O)C)c45)S(=O)(=O)O)S(=O)(=O)O	Training	0
612	51333-22-3	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))CCC)(C)	Training	1
613	331-39-5	O=C(O)C=Cc1ccc(O)c(O)c1	Training	1
614	58-08-2	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	0
615	404-86-4	O=C(NCc1ccc(O)c(OC)c1)CCCCC=CC(C)C	Training	1
616	120-80-9	Oc1ccccc1(O)	Training	1
617	75-88-7	FC(F)(F)CCl	Training	1
618	107-20-0	O=CCCl	Training	1
619	75-45-6	FC(F)Cl	Training	0
620	593-70-4	FCCl	Training	1
621	10473-70-8	O=C(OC(C#C)(c1ccccc1)c2ccc(cc2)Cl)N	Training	1
622	54749-90-5	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))CCCl	Training	1
623	52214-84-3	O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C	Training	1
624	518-75-2	O=C2C1=COC(C)C(C1=C(C(=O)C2(=C(O)O))C)C	Training	1
625	88107-10-2	O=C(c2ccc(OCCCCc1nnn[nH]1)c(c2(O))CCC)C	Training	1
626	53-43-0	O=C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C))	Training	1
627	79-43-6	O=C(O)C(Cl)Cl	Training	1
628	75-71-8	FC(F)(Cl)Cl	Training	0
629	628-36-4	O=CNNC=O	Training	1
630	3276-41-3	O=NN1OCC=CC1	Training	1
631	94-58-6	O1c2ccc(cc2(OC1))CCC	Training	1
632	5803-51-0	O(c2ccc(OC)c(C=Cc1ccc(N)cc1)c2)C	Training	1
633	65176-75-2	O=C1c5c(O)cc(OC)c(OC)c5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	1
634	59-35-8	O=[N+]([O-])c1oc(cc1)c2nc(cc(n2)C)C	Training	1
635	551-92-8	O=[N+]([O-])c1cnc(n1C)C	Training	1
636	57-97-6	c1ccc2c(c1)ccc4c2c(c3ccccc3c4C)C	Training	1
637	606-20-2	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]	Training	1
638	13256-06-9	O=NN(CCCCC)CCCCC	Training	1
639	74-31-7	c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3	Training	0
640	28322-02-3	O=C(Nc1cccc3c1c2ccccc2C3)C	Training	0
641	680-31-9	O=P(N(C)C)(N(C)C)N(C)C	Training	1
642	50-18-0	O=P1(OCCCN1)N(CCCl)CCCl	Training	1
643	57-50-1	OCC2OC(OC1(OC(CO)C(O)C1(O))(CO))C(O)C(O)C2(O)	Training	0
644	492-80-8	N=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C	Training	1
645	140-11-4	O=C(OCc1ccccc1)C	Training	0
646	19408-74-3	O1c3cc(c(c(c3(Oc2c1cc(c(c2Cl)Cl)Cl))Cl)Cl)Cl	Training	0
647	87-62-7	Nc1c(cccc1C)C	Training	1
648	126-92-1	O=S(=O)([O-])OCC(CC)CCCC	Training	1
649	107-07-3	OCCCl	Training	0
650	105-87-3	O=C(OCC=C(C)CCC=C(C)C)C	Training	0
651	75-35-4	C=C(Cl)Cl	Training	0
652	128-37-0	Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C	Training	0
653	536-33-4	n1ccc(cc1CC)C(N)=S	Training	0
654	15356-70-4	OC1CC(C)CCC1(C(C)C)	Training	0
655	315-18-4	O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC	Training	0
656	82-68-8	O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	0
657	101-54-2	Nc1ccc(cc1)Nc2ccccc2	Training	0
658	132-32-1	Nc1ccc3c(c1)c2ccccc2n3CC	Training	1
659	615-05-4	O(c1ccc(N)cc1(N))C	Training	1
660	505-60-2	C(CSCCCl)Cl	Training	1
661	56-75-7	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	0
662	55-98-1	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	1
663	50-44-2	n1cnc(c2[nH]cnc12)S	Training	0
664	23214-92-8	O=C1c5cccc(OC)c5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(C(=O)CO)CC4(OC3OC(C)C(O)C(N)C3))	Training	1
665	64-67-5	O=S(=O)(OCC)OCC	Training	1
666	926-06-7	O=S(=O)(OC(C)C)C	Training	1
667	107-21-1	OCCO	Training	0
668	58-55-9	O=C2c1[nH]cnc1N(C(=O)N2C)C	Training	0
669	548-62-9	c1cc(ccc1N(C)C)[CH2+](c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C	Training	1
670	57653-85-7	O1c3cc(c(c(c3(Oc2cc(c(c(c12)Cl)Cl)Cl))Cl)Cl)Cl	Training	1
671	56-04-2	O=C1C=C(NC(N1)=S)C	Training	1
672	68006-83-7	n1c(N)c(cc3c1[nH]c2ccccc23)C	Training	1
673	53973-98-1	[*]OC1C(O)C(OC(CO)C1(OS(=O)(=O)[O-]))OC3C2OC([*])C(OS(=O)(=O)[O-])C3(OC2)	Training	1
674	1694-09-3	O=S(=O)([O-])c1cccc(c1)CN(c2ccc(cc2)[CH2+](c3ccc(cc3)N(C)C)c4ccc(cc4)N(Cc5cccc(c5)S(=O)(=O)O)CC)CC	Training	1
675	108171-27-3	CC(CCCC(CCCC(CCCC(CCCC(CCCC(CCCl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1
676	11097-69-1    	c2cc(c1ccc(c(c1Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	1
677	1456-28-6	O=NN1CC(OC(C)C1)C	Training	1
678	78-84-2	O=CC(C)C	Training	0
679	84-65-1	O=C1c3ccccc3(C(=O)c2ccccc12)	Training	1
680	14371-10-9	O=CC=Cc1ccccc1	Training	0
681	39884-52-1	O=NN1COCC1	Training	1
682	115-11-7	C=C(C)C	Training	1
683	127-00-4	OC(C)CCl	Training	0
684	126-99-8	C=CC(=C)Cl	Training	1
685	106-87-6	O1CC1C2CCC3OC3(C2)	Training	1
686	6373-74-6	O=[N+]([O-])c3ccc(Nc2ccc(Nc1ccccc1)c(c2)S(=O)(=O)[O-])c(c3)[N+](=O)[O-]	Training	1
687	87-86-5	Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	1
688	1330-20-7	c1ccc(c(c1)C)C	Training	0
689	116-14-3	FC(F)=C(F)F	Training	1
690	2244-16-8	O=C1C(=CCC(C(=C)C)C1)C	Training	0
691	121-54-0	O(c1ccc(cc1)C(C)(C)CC(C)(C)C)CCOCC[N+](C)(C)Cc2ccccc2	Training	0
692	1948-33-0	Oc1ccc(O)c(c1)C(C)(C)C	Training	0
693	100-02-7	O=[N+]([O-])c1ccc(O)cc1	Training	0
694	108-88-3	c1ccc(cc1)C	Training	0
