No.	CAS	SMILES	Status	CARC
395	56654-52-5	O=NN(C(=O)NCCCC)CCCC	Training	1
396	1068-57-1	O=C(NN)C	Training	1
397	531-18-0	OCN(c1nc(nc(n1)N(CO)CO)N(CO)CO)CO	Training	1
398	324-93-6	Fc1ccc(cc1)c2ccc(N)cc2	Training	1
399	26049-69-4	O=[N+]([O-])c1oc(cc1)c2nc(NN(C)C)sc2	Training	1
400	60391-92-6	O=NN(C(=O)N)CC(=O)O	Training	1
401	25843-45-2	[O-][N+](=NC)C	Training	1
402	398-32-3	O=C(Nc1ccc(cc1)c2ccc(F)cc2)C	Training	1
403	4164-28-7	O=[N+]([O-])N(C)C	Training	1
405	305-03-3	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	1
406	319-84-6	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
407	302-15-8	NNC	Training	1
408	123-73-9	O=CC=CC	Training	1
409	363-17-7	O=C(Nc2ccc3c1ccccc1Cc3(c2))C(F)(F)F	Training	1
410	21626-89-1	O=C3c1ccccc1CN4C(=O)c2ccccc2CN34	Training	1
411	1694-09-3	O=S(=O)([O-])c1cccc(c1)C[N+](=C2C=CC(C=C2)=C(c3ccc(cc3)N(C)C)c4ccc(cc4)N(Cc5cccc(c5)S(=O)(=O)O)CC)CC	Training	1
412	100-44-7	c1ccc(cc1)CCl	Training	1
413	87-68-3	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	Training	1
414	4548-53-2	O=S(=O)([O-])c3cc(cc(c3(N=Nc1cc(c2ccccc2(c1(O)))S(=O)(=O)[O-]))C)C	Training	1
415	915-67-3	O=S(=O)([O-])c3ccc4c(N=Nc1ccc(c2ccccc12)S(=O)(=O)[O-])c(O)c(cc4(c3))S(=O)(=O)[O-]	Training	1
416	5834-17-3	o2c1ccccc1c3cc(OC)c(N)cc23	Training	1
417	21638-36-8	O=C2NC(C)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	1
418	3564-09-8	O=S(=O)([O-])c2ccc3c(N=Nc1cc(c(cc1C)C)C)c(O)c(cc3(c2))S(=O)(=O)[O-]	Training	1
420	3761-53-3	O=S(=O)([O-])c2ccc3c(N=Nc1ccc(cc1C)C)c(O)c(cc3(c2))S(=O)(=O)[O-]	Training	1
421	5141-20-8	O=S(=O)([O-])c1ccc(cc1)C(c2ccc(cc2)N(Cc3cccc(c3)S(=O)(=O)[O-])CC)=C4C=CC(C=C4)=[N+](Cc5cccc(c5)S(=O)(=O)[O-])CC	Training	1
422	149-17-7	O=C(NN=Cc1ccc(O)c(OC)c1)c2ccncc2	Training	1
423	443-48-1	O=[N+]([O-])c1cnc(n1CCO)C	Training	1
425	110-57-6	C(=CCCl)CCl	Training	1
426	4680-78-8	O=S(=O)([O-])c1cccc(c1)CN(c2ccc(cc2)C(c3ccccc3)=C4C=CC(C=C4)=[N+](Cc5cccc(c5)S(=O)(=O)[O-])CC)CC	Training	1
427	5208-87-7	OC(C=C)c1ccc2OCOc2(c1)	Training	1
428	16338-97-9	O=NN(CC=C)CC=C	Training	1
429	75104-43-7	n2c(N)c(c3[nH]c1ccccc1c3(c2C))C	Training	1
430	57497-29-7	[O-][N+](=NC)CC	Training	1
431	16301-26-1	[O-][N+](=NCC)CC	Training	1
432	38514-71-5	O=[N+]([O-])c1oc(cc1)c2nc(N)sc2	Training	1
433	637-07-0	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	1
434	51410-44-7	OC(C=C)c1ccc(OC)cc1	Training	1
435	63885-23-4	O=NN(C(=N)N[N+](=O)[O-])CC	Training	1
436	758-17-8	O=CN(N)C	Training	1
437	74920-78-8	O=CN(N)CC	Training	1
438	26049-71-8	n1c(csc1NN)c2ccc(N)cc2	Training	1
439	842-00-2	O=S(=O)(N)c2ccc(c1ccccc12)S(=O)(=O)CC	Training	1
440	683-50-1	O=CC(C)Cl	Training	1
441	11097-69-1    	c1cc(c(cc1c2ccc(c(c2Cl)Cl)Cl)Cl)Cl	Training	1
442	590-21-6	C(=CCl)C	Training	1
443	115-02-6	[N-]=[N+]=CC(=O)OCC(N)C(=O)O	Training	1
444	5164-11-4	C=CCN(N)CC=C	Training	1
445	10318-26-0	OC(CBr)C(O)C(O)C(O)CBr	Training	1
446	38434-77-4	N#CN(N=O)CC	Training	1
447	88-73-3	O=[N+]([O-])c1ccccc1Cl	Training	1
448	613-94-5	O=C(NN)c1ccccc1	Training	1
449	101-79-1	O(c1ccc(N)cc1)c2ccc(cc2)Cl	Training	1
450	608-73-1	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
451	100-00-5	O=[N+]([O-])c1ccc(cc1)Cl	Training	1
452	720-69-4	O=[N+]([O-])c1oc(cc1)c2nc(nc(n2)N)N	Training	1
453	37087-94-8	O=C(O)c1cc(ccc1Cl)S(=O)(=O)N2CC(C)CC(C)C2	Training	1
454	517-28-2	Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)	Training	1
455	65089-17-0	OCCNC(Cc1nc(cc(n1)Cl)c2cccc(c2C)C)=S	Training	1
456	63019-65-8	O=C(N(c3cccc2c1ccccc1Cc23)C(=O)C)C	Training	1
457	50892-23-4	O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	1
458	91-94-1	Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl	Training	1
459	18413-14-4	NNCC	Training	1
460	77094-11-2	n1cccc3c1cc(c2c3(nc(N)n2C))C	Training	1
461	33979-15-6	O=C2OC1C(=O)C(=CCN(C)CC1)COC(=O)C(OC(=O)C)(C)C(C=C2(C=C))(C)C	Training	1
462	67730-11-4	n1c(N)ccc2nc3c(cccn3(c12))C	Training	1
463	151-56-4	N1CC1	Training	1
464	302-01-2	NN	Training	1
465	57-39-6	O=P(N1CC1C)(N2CC2C)N3CC3C	Training	1
466	306-37-6	N(NC)C	Training	1
467	64-17-5	OCC	Training	1
468	53-70-3	c1ccc5c(c1)ccc4cc3c(ccc2ccccc23)cc45	Training	1
469	2303-16-4	O=C(N(C(C)C)C(C)C)SCC(=CCl)Cl	Training	1
470	Unknown	O=C(O)C2=CN(c3nc(C=Cc1oc(cc1)[N+](=O)[O-])ccc3(C2(=O)))C	Training	1
471	938-73-8	O=C(N)c1ccccc1(OCC)	Training	1
472	118-74-1	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
473	72-54-8	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)Cl)Cl	Training	1
474	53-95-2	O=C(N(O)c2ccc3c1ccccc1Cc3(c2))C	Training	1
475	117-10-2	O=C1c3cccc(O)c3(C(=O)c2c(O)cccc12)	Training	1
476	712-68-5	O=[N+]([O-])c1oc(cc1)c2nnc(N)s2	Training	1
477	13073-35-3	O=C(O)C(N)CCSCC	Training	1
478	140-57-8	O=S(OCCCl)OC(C)COc1ccc(cc1)C(C)(C)C	Training	1
479	60-56-0	C1=CN(C(N1)=S)C	Training	1
480	319-85-7	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
481	50-28-2	Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)CCC34)	Training	1
482	2385-85-5	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1
484	488-41-5	OC(CBr)C(O)C(O)C(O)CBr	Training	1
485	20570-96-1	NNCc1ccccc1	Training	1
486	22571-95-5	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(C)C)C12)C(=CC)C	Training	1
487	13743-07-2	O=NN(C(=O)N)CCO	Training	1
488	60-34-4	NNC	Training	1
491	7422-80-2	NN(CCCC)CCCC	Training	1
492	59-88-1	NNc1ccccc1	Training	1
493	132-27-4	[O-]c1ccccc1c2ccccc2	Training	1
494	7632-00-0	O=N[O-]	Training	1
495	90-43-7	Oc1ccccc1c2ccccc2	Training	1
496	83335-32-4	O=NN(CCCC(F)(F)F)CCCC(F)(F)F	Training	1
497	128-44-9	O=C1[N-]S(=O)(=O)c2ccccc12	Training	1
498	75896-33-2	O=NN(CCO)CC(O)C	Training	1
499	108-05-4	O=C(OC=C)C	Training	1
500	36133-88-7	O=C(NCc1nc(no1)c2oc(cc2)[N+](=O)[O-])C	Training	1
502	24554-26-5	O=CNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	1
503	18559-94-9	Oc1ccc(cc1CO)C(O)CNC(C)(C)C	Training	1
504	2578-75-8	O=C(Nc2nnc(c1oc(cc1)[N+](=O)[O-])s2)C	Training	1
505	26308-28-1	O=C1Nc3c(nn(c3(C(=NC1)c2ccccc2))CC)C	Training	1
506	531-82-8	O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C	Training	1
507	91308-69-9	O=NN(CC=C)CCO	Training	1
508	75198-31-1	O=[N+]([O-])c1oc(cc1)c3cnc2ccccn23	Training	1
509	91308-71-3	O=NN(CC=C)CC(=O)C	Training	1
510	51325-35-0	O=C(Nc1nc(nc(n1)c2oc(cc2)[N+](=O)[O-])NC(=O)C)C	Training	1
511	64005-62-5	O=NN(C(=O)OCC)CCCCC	Training	1
512	4812-22-0	O=[N+]([O-])C(=CCC)CC	Training	1
513	51542-33-7	O=NN(C(=O)Nc2nc1ccccc1s2)C	Training	1
514	77-46-3	O=C(Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)C)C	Training	1
515	924-16-3	O=NN(CCCC)CCCC	Training	1
516	55-18-5	O=NN(CC)CC	Training	1
517	1116-54-7	O=NN(CCO)CCO	Training	1
518	122-60-1	O(c1ccccc1)CC2OC2	Training	1
519	62-75-9	O=NN(C)C	Training	1
520	621-64-7	O=NN(CCC)CCC	Training	1
521	17608-59-2	O=NN(C)C(C)C(O)c1ccccc1	Training	1
522	91308-70-2	O=NN(CC=C)CC(O)C	Training	1
523	20917-49-1	O=NN1CCCCCCC1	Training	1
524	88208-16-6	O=NN(CC=C)CC(O)CO	Training	1
525	16219-98-0	O=NN(c1ncccc1)C	Training	1
526	1133-64-8	O=NN2CCCCC2(c1cnccc1)	Training	1
527	68107-26-6	O=NN(C)CCCCCCCCCCC	Training	1
528	53609-64-6	O=NN(CC(O)C)CC(O)C	Training	1
529	156-51-4	NNCCc1ccccc1	Training	1
530	60599-38-4	O=NN(CC(=O)C)CC(=O)C	Training	1
531	100-75-4	O=NN1CCCCC1	Training	1
532	13292-46-1	O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5c(O)c(C=NN2CCN(C)CC2)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)c(O)c5(c(O)c4C))C)C	Training	1
533	611-23-4	O=Nc1ccccc1C	Training	1
534	18883-66-4	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C	Training	1
535	96806-34-7	O=NN(C(=O)NCCCl)CCO	Training	1
536	17673-25-5	O=C1C(=CC3C1(O)CC(=CC2C4C(O)(C(O)C(C)C23(O))C4(C)(C))CO)C	Training	1
537	55556-92-8	O=NN1CC=CCC1	Training	1
538	96-09-3	O1CC1c2ccccc2	Training	1
539	89911-78-4	O=NN(CCO)CC(O)CO	Training	1
541	92177-50-9	O=NN(CC(=O)C)CC(O)CO	Training	1
542	303-47-9	O=C1OC(C)Cc2c1c(O)c(cc2Cl)C(=O)NC(C(=O)O)Cc3ccccc3	Training	1
543	38777-13-8	O=NN(C(=O)Oc1ccccc1(OC(C)C))C	Training	1
544	7227-91-0	N(=NN(C)C)c1ccccc1	Training	1
545	684-93-5	O=NN(C(=O)N)C	Training	1
546	13752-51-7	O2CCN(C(=S)SN1CCOCC1)CC2	Training	1
547	55090-44-3	O=NN(C)CCCCCCCCCCCC	Training	1
548	8001-50-1	C=C1C(C)(C)C2(C(C1(C(C2(Cl)Cl)(Cl)Cl)Cl)Cl)Cl	Training	1
549	13256-11-6	O=NN(C)CCc1ccccc1	Training	1
550	1120-71-4	O=S1(=O)(OCCC1)	Training	1
551	29069-24-7	O=C1C=CC4(C(=C1)CCC3C5CCC(O)(C(=O)COC(=O)CCCc2ccc(cc2)N(CCCl)CCCl)C5(C)(CC(O)C34))(C)	Training	1
552	117-39-5	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)c(O)c3	Training	1
553	40580-89-0	O=NN1CCCCCCCCCCCC1	Training	1
554	59-33-6	n1ccccc1N(Cc2ccc(OC)cc2)CCN(C)C	Training	0
555	932-83-2	O=NN1CCCCCC1	Training	1
557	86451-37-8	O=NN(C)CC(O)CO	Training	1
558	78246-24-9	O=NN2CCCC2(c1ccc[n+]([O-])c1)	Training	1
559	930-55-2	O=NN1CCCC1	Training	1
560	82018-90-4	O=NN(CC)CC(F)(F)F	Training	1
561	1119-68-2	NNCCCCC	Training	1
562	29929-77-9	O=NN2c1ccccc1C(=CC2(C)C)C	Training	1
563	60102-37-6	O=C2OCC3=CCN(C)CCC(OC(=O)C1(OC1(C))(CC(C)C2(O)C))C3(=O)	Training	1
564	16813-36-8	O=NN1C(=O)NC(=O)CC1	Training	1
565	62-44-2	O=C(Nc1ccc(OCC)cc1)C	Training	1
566	937-25-7	O=NN(c1ccc(F)cc1)C	Training	1
567	60-80-0	O=C1C=C(N(N1c2ccccc2)C)C	Training	1
568	10048-13-2	O=C1c5c(O)cccc5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	1
569	23031-25-6	Oc1cc(O)cc(c1)C(O)CNC(C)(C)C	Training	1
570	614-95-9	O=NN(C(=O)OCC)CC	Training	1
571	614-00-6	O=NN(c1ccccc1)C	Training	1
572	13010-07-6	O=NN(C(=N)N[N+](=O)[O-])CCC	Training	1
573	96806-35-8	O=NN(C(=O)NCCCl)CC(O)C	Training	1
574	77337-54-3	O=CN(NCCC)CCC	Training	1
575	760-60-1	O=NN(C(=O)N)CC(C)C	Training	1
576	56795-66-5	NNCCC	Training	1
577	615-28-1	Nc1ccccc1(N)	Training	1
578	89911-79-5	O=NN(CC(O)C)CC(O)CO	Training	1
579	75881-20-8	O=NN(C)CCCCCCCCCCCCCC	Training	1
580	50-06-6	O=C2NC(=O)C(c1ccccc1)(C(=O)N2)CC	Training	1
581	57-30-7	O=C1N=C([O-])NC(=O)C1(c2ccccc2)CC	Training	1
582	51-52-5	O=C1C=C(NC(N1)=S)CCC	Training	1
583	63-92-3	O(c1ccccc1)CC(C)[NH+](Cc2ccccc2)CCCl	Training	1
584	1456-28-6	O=NN1CC(OC(C)C1)C	Training	1
585	78-84-2	O=CC(C)C	Training	0
586	100-41-4	c1ccc(cc1)CC	Training	1
587	607-35-2	O=[N+]([O-])c2cccc1cccnc12	Training	1
589	84-65-1	O=C1c3ccccc3(C(=O)c2ccccc12)	Training	1
590	14371-10-9	O=CC=Cc1ccccc1	Training	0
591	125-33-7	O=C2NCNC(=O)C2(c1ccccc1)CC	Training	1
592	93-15-2	O(c1ccc(cc1(OC))CC=C)C	Training	1
593	98-00-0	OCc1occc1	Training	1
594	39884-52-1	O=NN1COCC1	Training	1
596	111-76-2	OCCOCCCC	Training	1
597	115-11-7	C=C(C)C	Training	1
598	127-00-4	OC(C)CCl	Training	0
599	110-86-1	n1ccccc1	Training	1
600	111-42-2	OCCNCCO	Training	1
601	126-99-8	C=CC(=C)Cl	Training	1
602	53757-28-1	O=[N+]([O-])c1oc(cc1)c2ncsc2	Training	1
604	64039-27-6	OCC3OC(n2cnc1c2(N=C(N)NC1=S))CC3(O)	Training	1
605	7411-49-6	Nc1ccc(cc1(N))c2ccc(N)c(N)c2	Training	1
607	63886-77-1	Fc1c(F)c(N)c(F)c(N)c1(F)	Training	1
608	106-87-6	O1CC1C2CCC3OC3(C2)	Training	1
609	141-90-2	O=C1C=CNC(N1)=S	Training	1
610	298-81-7	O=C1Oc2c(OC)c3occc3(cc2(C=C1))	Training	1
611	109-99-9	O1CCCC1	Training	1
613	6334-11-8	Nc1c(cc(cc1C)C)C	Training	1
614	56802-99-4	O=P([O-])([O-])[O-]	Training	0
616	924-42-5	O=C(C=C)NCO	Training	1
619	5634-39-9	OCC1OC(OC1)C(C)I	Training	1
620	868-85-9	O=P(OC)OC	Training	1
621	643-22-1	O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	0
622	121-69-7	c1ccc(cc1)N(C)C	Training	1
623	6373-74-6	O=[N+]([O-])c3ccc(Nc2ccc(Nc1ccccc1)c(c2)S(=O)(=O)[O-])c(c3)[N+](=O)[O-]	Training	1
625	62-55-5	NC(C)=S	Training	1
627	74-96-4	CCBr	Training	1
628	593-60-2	C=CBr	Training	1
629	87-86-5	Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	1
631	62-56-6	NC(N)=S	Training	1
632	540-23-8	Nc1ccc(cc1)C	Training	1
633	132-98-9	O=C([O-])C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C)	Training	0
636	622-51-5	O=C(N)Nc1ccc(cc1)C	Training	1
637	99-57-0	O=[N+]([O-])c1ccc(O)c(N)c1	Training	1
639	124-64-1	OC[P+](CO)(CO)CO	Training	0
641	634-93-5	Nc1c(cc(cc1Cl)Cl)Cl	Training	1
642	638-03-9	Nc1cccc(c1)C	Training	1
643	75-00-3	CCCl	Training	1
644	88-19-7	O=S(=O)(N)c1ccccc1C	Training	1
646	2425-85-6	O=[N+]([O-])c3cc(ccc3(N=Nc1c(O)ccc2ccccc12))C	Training	1
647	1313-27-5	O=[Mo](=O)=O	Training	1
648	50-33-9	O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3CCCC	Training	1
649	110-00-9	o1cccc1	Training	1
650	116-14-3	FC(F)=C(F)F	Training	1
651	271-89-6	o1ccc2ccccc12	Training	1
652	102-71-6	OCCN(CCO)CCO	Training	1
653	20325-40-0	O(c1cc(ccc1(N))c2ccc(N)c(OC)c2)C	Training	1
654	6459-94-5	O=S(=O)([O-])c6cc5ccc(O)c(N=Nc1ccc(cc1C)c4ccc(N=Nc3ccc(OS(=O)(=O)c2ccc(cc2)C)cc3)c(c4)C)c5c(c6)S(=O)(=O)[O-]	Training	1
655	556-52-5	OCC1OC1	Training	1
656	542-56-3	O=NOCC(C)C	Training	1
657	106-92-3	O(CC=C)CC1OC1	Training	1
659	2698-41-1	N#CC(C#N)=Cc1ccccc1Cl	Training	0
661	100-52-7	O=Cc1ccccc1	Training	1
662	2244-16-8	O=C1C(=CCC(C(=C)C)C1)C	Training	0
663	389-08-2	O=C(O)C1=CN(c2nc(ccc2(C1(=O)))C)CC	Training	1
664	81-49-2	O=C1c3ccccc3(C(=O)c2c1c(N)c(cc2Br)Br)	Training	1
665	98-85-1	OC(c1ccccc1)C	Training	1
666	298-59-9	O=C(OC)C(c1ccccc1)C2NCCCC2	Training	1
667	75-52-5	O=[N+]([O-])C	Training	1
668	121-54-0	O(c1ccc(cc1)C(C)(C)CC(C)(C)C)CCOCC[N+](C)(C)Cc2ccccc2	Training	0
669	7336-20-1	O=S(=O)([O-])c2cc(N)ccc2(C=Cc1ccc(N)cc1S(=O)(=O)[O-])	Training	0
670	26628-22-8	[N-]=[N+]=[N-]	Training	0
672	77-09-8	O=C3OC(c1ccc(O)cc1)(c2ccc(O)cc2)c4ccccc34	Training	1
673	123-31-9	Oc1ccc(O)cc1	Training	1
676	57-66-9	O=C(O)c1ccc(cc1)S(=O)(=O)N(CCC)CCC	Training	1
677	1948-33-0	Oc1ccc(O)c(c1)C(C)(C)C	Training	0
678	2429-74-5	O=S(=O)([O-])c5cc(N)c6c(O)c(N=Nc1ccc(cc1(OC))c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)[O-]))S(=O)(=O)[O-])c(OC)c4)c(cc6(c5))S(=O)(=O)[O-]	Training	1
679	100-02-7	O=[N+]([O-])c1ccc(O)cc1	Training	0
681	8003-22-3	O=C1c4ccccc4(C(=O)C1c2nc3ccccc3(cc2))	Training	1
683	108-88-3	c1ccc(cc1)C	Training	0
685	64091-91-4	O=NN(C)CCCC(=O)c1cnccc1	Training	1
687	98-01-1	O=Cc1occc1	Training	1
688	599-79-1	O=C(O)c3cc(N=Nc1ccc(cc1)S(=O)(=O)Nc2ncccc2)ccc3(O)	Training	1
689	509-14-8	O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]	Training	1
690	6533-68-2	O=C(OC1CC3N(C)C(C1)C2OC23)C(c4ccccc4)CO	Training	0
691	612-82-8	Nc1ccc(cc1C)c2ccc(N)c(c2)C	Training	1
692	1300-72-7	O=S(=O)([O-])c1cc(cc(c1)C)C	Training	0
693	604-75-1	O=C1Nc3ccc(cc3(C(=NC1(O))c2ccccc2))Cl	Training	1
694	67774-32-7	c2c(c1cc(cc(c1Br)Br)Br)c(c(cc2Br)Br)Br	Training	1
696	76-57-3	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	0
699	96-18-4	C(C(CCl)Cl)Cl	Training	1
701	96-13-9	OCC(CBr)Br	Training	1
702	108-30-5	O=C1OC(=O)CC1	Training	0
703	77-47-4	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	0
706	28407-37-6	O=S(=O)([O-])c5cc(N)c6c(O)c(N=NC=1C=CC(=[C-]C=1(O))c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)[O-]))S(=O)(=O)[O-])c(O)c4)c(cc6(c5))S(=O)(=O)[O-]	Training	1
707	147-47-7	c1ccc2c(c1)NC(C=C2C)(C)C	Training	1
708	30516-87-1	[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(=O)NC2(=O))C	Training	1
709	9002-89-5	OC=C	Training	0
711	7487-94-7	Cl[Hg]Cl	Training	1
713	1313-99-1	O=[Ni]	Training	1
715	133-06-2	O=C1N(C(=O)C2CC=CCC12)SC(Cl)(Cl)Cl	Training	1
716	115-29-7	O=S1OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
718	70-30-4	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	0
719	6358-85-6	O=C(Nc1ccccc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(c4)Cl)C(=O)C	Training	0
720	320-67-2	O=C1N=C(N=CN1C2OC(CO)C(O)C2(O))N	Training	1
721	133-90-4	O=C(O)c1cc(cc(N)c1Cl)Cl	Training	1
722	98-96-4	O=C(N)c1nccnc1	Training	0
724	7008-42-6	O=C2c1ccccc1N(c3c4C=CC(Oc4(cc(OC)c23))(C)C)C	Training	1
725	58-14-0	n1c(nc(c(c1N)c2ccc(cc2)Cl)CC)N	Training	0
726	1836-75-5	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2	Training	1
727	8001-35-2	C2C1C(C(C(CCl)(C1(CCl)C(Cl)Cl)C2(Cl)Cl)Cl)Cl	Training	1
728	13366-73-9	O1C2C1C3C4C2C5C3C6(C4(C(C5(C6(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
729	76-06-2	O=[N+]([O-])C(Cl)(Cl)Cl	Training	0
730	789-61-7	OCC3OC(n2cnc1c2(N=C(N)NC1=S))CC3(O)	Training	1
731	22966-79-6	O=C(Oc1ccc2c(c1)CCC4C2CCC5(C)(C(OC(=O)Cc3ccc(cc3)N(CCCl)CCCl)CCC45))Cc6ccc(cc6)N(CCCl)CCCl	Training	1
732	140-56-7	O=S(=O)([O-])N=Nc1ccc(cc1)N(C)C	Training	0
733	13463-67-7	O=[Ti]=O	Training	0
734	10043-35-3	OB(O)O	Training	0
736	128-66-5	O=C3c1ccccc1c4ccc5C(=O)c2ccccc2c6ccc3c4c56	Training	1
737	75-69-4	FC(Cl)(Cl)Cl	Training	0
738	1067-33-0	O=C(O[Sn](OC(=O)C)(CCCC)CCCC)C	Training	0
739	756-79-6	O=P(OC)(OC)C	Training	1
741	148-18-5	CCN(C(=S)S)CC	Training	0
742	113-92-8	CN(C)CCC(c1ncccc1)c2ccc(cc2)Cl	Training	0
743	77-79-2	O=S1(=O)(CC=CC1)	Training	0
744	76-87-9	O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3	Training	0
745	7446-34-6	S=[Se]	Training	1
748	309-00-2	C1=CC2CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl	Training	1
749	26148-68-5	n1c(N)ccc3c1[nH]c2ccccc23	Training	1
750	869-01-2	O=NN(C(=O)N)CCCC	Training	1
751	50-29-3	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl	Training	1
752	68-89-3	O=C1C(=C(N(N1c2ccccc2)C)C)N(C)CS(=O)(=O)[O-]	Training	1
753	140-67-0	O(c1ccc(cc1)CC=C)C	Training	1
754	135-23-9	n1ccccc1N(Cc2cccs2)CCN(C)C	Training	1
755	838-88-0	Nc1ccc(cc1C)Cc2ccc(N)c(c2)C	Training	1
756	33868-17-6	N#CN(N=O)C	Training	1
757	63642-17-1	O=NN(C(=O)NC(C(=O)O)CCCN)C	Training	1
758	99-80-9	O=Nc1ccc(cc1)N(N=O)C	Training	1
759	315-22-0	O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(O)(C)C1C)C23	Training	1
760	75411-83-5	O=CN(C)CC(O)C	Training	1
761	61034-40-0	O=NN2CC(N(C(=O)c1ccccc1)C(C)C2)C	Training	1
762	75881-22-0	O=NN(C)CCCCCCCCCC	Training	1
763	42011-48-3	O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C(F)(F)F	Training	1
764	116355-83-0	O=C(O)CC(CC(=O)OC(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)C(OC(=O)CC(C(=O)O)CC(=O)O)C(C)CCCC)C(=O)O	Training	1
765	126-98-7	N#CC(=C)C	Training	0
766	99-99-0	O=[N+]([O-])c1ccc(cc1)C	Training	1
767	22398-80-7	P#[In]	Training	1
768	80-07-9	O=S(=O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
769	302-17-0	OC(O)C(Cl)(Cl)Cl	Training	1
770	88-72-2	O=[N+]([O-])c1ccccc1C	Training	1
771	1314-62-1	O=[V](=O)O[V](=O)=O	Training	1
772	23246-96-0	O=C1OC3CCN2CC=C(COC(=O)C(O)(C(=C)CC1(=CC))CO)C23	Training	1
773	142-83-6	O=CC=CC=CC	Training	1
774	107-02-8	O=CC=C	Training	0
775	107-29-9	ON=CC	Training	0
776	520-45-6	O=C1OC(=CC(=O)C1C(=O)C)C	Training	0
777	28314-03-6	O=C(Nc2cccc3c1ccccc1Cc23)C	Training	0
778	50594-66-6	O=C(O)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	1
779	3054-95-3	O(CC)C(OCC)C=C	Training	0
780	5314-33-0	ON=CC=C	Training	0
781	79-10-7	O=C(O)C=C	Training	0
782	628-94-4	O=C(N)CCCCC(=O)N	Training	0
783	3688-53-7	O=C(N)C(=Cc1oc(cc1)[N+](=O)[O-])c2occc2	Training	1
784	29611-03-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(O)CC5	Training	1
785	97-59-6	O=C(N)NC1NC(=O)NC1(=O)	Training	0
786	107-18-6	OCC=C	Training	0
787	760-56-5	O=NN(C(=O)N)CC=C	Training	1
